,geometry,Polygon
878,POINT (2.3372645 48.839196199732214),12769
878,POINT (2.3372645 48.839196199732214),12770
878,POINT (2.3372645 48.839196199732214),12895
878,POINT (2.3372645 48.839196199732214),12896
879,POINT (2.3468771 48.84776609973006),12894
879,POINT (2.3468771 48.84776609973006),12895
879,POINT (2.3468771 48.84776609973006),13020
879,POINT (2.3468771 48.84776609973006),13021
880,POINT (2.3469754999999997 48.8513027997292),12894
880,POINT (2.3469754999999997 48.8513027997292),12895
880,POINT (2.3469754999999997 48.8513027997292),13020
880,POINT (2.3469754999999997 48.8513027997292),13021
881,POINT (2.3539919 48.87086479972433),12892
881,POINT (2.3539919 48.87086479972433),13018
881,POINT (2.3539919 48.87086479972433),13019
881,POINT (2.3539919 48.87086479972433),13144
881,POINT (2.3539919 48.87086479972433),13145
882,POINT (2.3540497 48.870853399724346),12892
882,POINT (2.3540497 48.870853399724346),13018
882,POINT (2.3540497 48.870853399724346),13019
882,POINT (2.3540497 48.870853399724346),13144
882,POINT (2.3540497 48.870853399724346),13145
883,POINT (2.3541539 48.87082599972436),12892
883,POINT (2.3541539 48.87082599972436),13018
883,POINT (2.3541539 48.87082599972436),13019
883,POINT (2.3541539 48.87082599972436),13144
883,POINT (2.3541539 48.87082599972436),13145
884,POINT (2.3580005 48.86661749972539),13018
884,POINT (2.3580005 48.86661749972539),13019
884,POINT (2.3580005 48.86661749972539),13144
884,POINT (2.3580005 48.86661749972539),13145
884,POINT (2.3580005 48.86661749972539),13271
885,POINT (2.3679931 48.87726899972275),13143
885,POINT (2.3679931 48.87726899972275),13144
885,POINT (2.3679931 48.87726899972275),13269
885,POINT (2.3679931 48.87726899972275),13270
885,POINT (2.3679931 48.87726899972275),13395
885,POINT (2.3679931 48.87726899972275),13396
886,POINT (2.3707229999999995 48.882267999721535),13143
886,POINT (2.3707229999999995 48.882267999721535),13268
886,POINT (2.3707229999999995 48.882267999721535),13269
886,POINT (2.3707229999999995 48.882267999721535),13395
887,POINT (2.3725938 48.89125509971929),13142
887,POINT (2.3725938 48.89125509971929),13267
887,POINT (2.3725938 48.89125509971929),13268
887,POINT (2.3725938 48.89125509971929),13394
888,POINT (2.3777690999999996 48.89164219971919),13268
888,POINT (2.3777690999999996 48.89164219971919),13393
888,POINT (2.3777690999999996 48.89164219971919),13394
888,POINT (2.3777690999999996 48.89164219971919),13520
889,POINT (2.3778118 48.891673299719194),13268
889,POINT (2.3778118 48.891673299719194),13393
889,POINT (2.3778118 48.891673299719194),13394
889,POINT (2.3778118 48.891673299719194),13520
890,POINT (2.3778495999999993 48.89170269971918),13268
890,POINT (2.3778495999999993 48.89170269971918),13393
890,POINT (2.3778495999999993 48.89170269971918),13394
890,POINT (2.3778495999999993 48.89170269971918),13520
891,POINT (2.3778918 48.89173629971916),13268
891,POINT (2.3778918 48.89173629971916),13393
891,POINT (2.3778918 48.89173629971916),13394
891,POINT (2.3778918 48.89173629971916),13520
892,POINT (2.3779321 48.89177099971917),13268
892,POINT (2.3779321 48.89177099971917),13393
892,POINT (2.3779321 48.89177099971917),13394
892,POINT (2.3779321 48.89177099971917),13520
893,POINT (2.377981 48.89180339971915),13268
893,POINT (2.377981 48.89180339971915),13393
893,POINT (2.377981 48.89180339971915),13394
893,POINT (2.377981 48.89180339971915),13520
894,POINT (2.3783324999999995 48.85527529972822),13272
894,POINT (2.3783324999999995 48.85527529972822),13397
894,POINT (2.3783324999999995 48.85527529972822),13398
894,POINT (2.3783324999999995 48.85527529972822),13524
895,POINT (2.3865831999999996 48.8739029997236),13396
895,POINT (2.3865831999999996 48.8739029997236),13521
895,POINT (2.3865831999999996 48.8739029997236),13522
895,POINT (2.3865831999999996 48.8739029997236),13648
896,POINT (2.3928705 48.86577549972561),13522
896,POINT (2.3928705 48.86577549972561),13523
896,POINT (2.3928705 48.86577549972561),13648
896,POINT (2.3928705 48.86577549972561),13649
896,POINT (2.3928705 48.86577549972561),13775
897,POINT (2.6909373999999997 48.476021899822065),17724
897,POINT (2.6909373999999997 48.476021899822065),17725
897,POINT (2.6909373999999997 48.476021899822065),17850
897,POINT (2.6909373999999997 48.476021899822065),17851
897,POINT (2.6909373999999997 48.476021899822065),17976
898,POINT (2.6909857 48.47599369982209),17724
898,POINT (2.6909857 48.47599369982209),17725
898,POINT (2.6909857 48.47599369982209),17850
898,POINT (2.6909857 48.47599369982209),17851
898,POINT (2.6909857 48.47599369982209),17976
899,POINT (2.6114175 48.694906399767994),16566
899,POINT (2.6114175 48.694906399767994),16691
899,POINT (2.6114175 48.694906399767994),16692
899,POINT (2.6114175 48.694906399767994),16818
900,POINT (2.61434 48.697572499767325),16565
900,POINT (2.61434 48.697572499767325),16566
900,POINT (2.61434 48.697572499767325),16691
900,POINT (2.61434 48.697572499767325),16692
900,POINT (2.61434 48.697572499767325),16817
900,POINT (2.61434 48.697572499767325),16818
901,POINT (2.6745056999999997 48.84693109973029),17431
901,POINT (2.6745056999999997 48.84693109973029),17556
901,POINT (2.6745056999999997 48.84693109973029),17557
901,POINT (2.6745056999999997 48.84693109973029),17683
902,POINT (2.5893364999999995 48.84060679973186),16297
902,POINT (2.5893364999999995 48.84060679973186),16298
902,POINT (2.5893364999999995 48.84060679973186),16423
902,POINT (2.5893364999999995 48.84060679973186),16424
903,POINT (3.0258609999999995 48.95925029970243),22332
903,POINT (3.0258609999999995 48.95925029970243),22333
903,POINT (3.0258609999999995 48.95925029970243),22458
903,POINT (3.0258609999999995 48.95925029970243),22459
903,POINT (3.0258609999999995 48.95925029970243),22584
903,POINT (3.0258609999999995 48.95925029970243),22585
904,POINT (2.5792838999999996 48.88157109972167),16041
904,POINT (2.5792838999999996 48.88157109972167),16167
904,POINT (2.5792838999999996 48.88157109972167),16168
904,POINT (2.5792838999999996 48.88157109972167),16293
905,POINT (2.662881 48.836417099732884),17306
905,POINT (2.662881 48.836417099732884),17432
905,POINT (2.662881 48.836417099732884),17433
905,POINT (2.662881 48.836417099732884),17558
906,POINT (2.6628864 48.8363932997329),17306
906,POINT (2.6628864 48.8363932997329),17432
906,POINT (2.6628864 48.8363932997329),17433
906,POINT (2.6628864 48.8363932997329),17558
907,POINT (2.6319899 48.82638349973538),16803
907,POINT (2.6319899 48.82638349973538),16929
907,POINT (2.6319899 48.82638349973538),16930
907,POINT (2.6319899 48.82638349973538),17055
907,POINT (2.6319899 48.82638349973538),17056
908,POINT (2.6595984 48.82776469973504),17181
908,POINT (2.6595984 48.82776469973504),17307
908,POINT (2.6595984 48.82776469973504),17308
908,POINT (2.6595984 48.82776469973504),17433
909,POINT (3.068944 49.09067229966989),22947
909,POINT (3.068944 49.09067229966989),22948
909,POINT (3.068944 49.09067229966989),23073
909,POINT (3.068944 49.09067229966989),23074
909,POINT (3.068944 49.09067229966989),23200
910,POINT (2.588853 48.83075979973429),16173
910,POINT (2.588853 48.83075979973429),16298
910,POINT (2.588853 48.83075979973429),16299
910,POINT (2.588853 48.83075979973429),16424
910,POINT (2.588853 48.83075979973429),16425
911,POINT (2.8691052999999997 48.73430189975821),20215
911,POINT (2.8691052999999997 48.73430189975821),20216
911,POINT (2.8691052999999997 48.73430189975821),20341
911,POINT (2.8691052999999997 48.73430189975821),20342
912,POINT (2.6363392 48.830079599734475),16928
912,POINT (2.6363392 48.830079599734475),16929
912,POINT (2.6363392 48.830079599734475),17054
912,POINT (2.6363392 48.830079599734475),17055
912,POINT (2.6363392 48.830079599734475),17181
913,POINT (2.8745079999999996 48.95750109970286),20190
913,POINT (2.8745079999999996 48.95750109970286),20191
913,POINT (2.8745079999999996 48.95750109970286),20316
913,POINT (2.8745079999999996 48.95750109970286),20317
913,POINT (2.8745079999999996 48.95750109970286),20442
913,POINT (2.8745079999999996 48.95750109970286),20443
914,POINT (2.8745126999999995 48.95752479970286),20190
914,POINT (2.8745126999999995 48.95752479970286),20191
914,POINT (2.8745126999999995 48.95752479970286),20316
914,POINT (2.8745126999999995 48.95752479970286),20317
914,POINT (2.8745126999999995 48.95752479970286),20442
914,POINT (2.8745126999999995 48.95752479970286),20443
915,POINT (2.5907503 49.00370259969142),16279
915,POINT (2.5907503 49.00370259969142),16280
915,POINT (2.5907503 49.00370259969142),16405
915,POINT (2.5907503 49.00370259969142),16406
916,POINT (2.6425311 48.97415959969872),16913
916,POINT (2.6425311 48.97415959969872),17038
916,POINT (2.6425311 48.97415959969872),17039
916,POINT (2.6425311 48.97415959969872),17164
916,POINT (2.6425311 48.97415959969872),17165
917,POINT (2.9398439 48.381224299845385),21137
917,POINT (2.9398439 48.381224299845385),21262
917,POINT (2.9398439 48.381224299845385),21263
917,POINT (2.9398439 48.381224299845385),21388
917,POINT (2.9398439 48.381224299845385),21389
918,POINT (2.9418294 48.3811935998454),21262
918,POINT (2.9418294 48.3811935998454),21263
918,POINT (2.9418294 48.3811935998454),21388
918,POINT (2.9418294 48.3811935998454),21389
918,POINT (2.9418294 48.3811935998454),21515
919,POINT (2.6606979 48.61432289978792),17205
919,POINT (2.6606979 48.61432289978792),17330
919,POINT (2.6606979 48.61432289978792),17331
919,POINT (2.6606979 48.61432289978792),17456
919,POINT (2.6606979 48.61432289978792),17457
920,POINT (2.6615246 48.614194199787974),17330
920,POINT (2.6615246 48.614194199787974),17331
920,POINT (2.6615246 48.614194199787974),17456
920,POINT (2.6615246 48.614194199787974),17457
921,POINT (2.6816631999999996 48.59887339979175),17584
921,POINT (2.6816631999999996 48.59887339979175),17585
921,POINT (2.6816631999999996 48.59887339979175),17710
921,POINT (2.6816631999999996 48.59887339979175),17711
921,POINT (2.6816631999999996 48.59887339979175),17836
921,POINT (2.6816631999999996 48.59887339979175),17837
922,POINT (2.8879351 48.61373139978808),20480
922,POINT (2.8879351 48.61373139978808),20481
922,POINT (2.8879351 48.61373139978808),20606
922,POINT (2.8879351 48.61373139978808),20607
922,POINT (2.8879351 48.61373139978808),20733
923,POINT (2.8879847 48.61370709978809),20480
923,POINT (2.8879847 48.61370709978809),20481
923,POINT (2.8879847 48.61370709978809),20606
923,POINT (2.8879847 48.61370709978809),20607
923,POINT (2.8879847 48.61370709978809),20733
924,POINT (2.8880343 48.61368289978811),20480
924,POINT (2.8880343 48.61368289978811),20481
924,POINT (2.8880343 48.61368289978811),20606
924,POINT (2.8880343 48.61368289978811),20607
924,POINT (2.8880343 48.61368289978811),20733
925,POINT (2.8880839 48.61365869978811),20480
925,POINT (2.8880839 48.61365869978811),20481
925,POINT (2.8880839 48.61365869978811),20606
925,POINT (2.8880839 48.61365869978811),20607
925,POINT (2.8880839 48.61365869978811),20733
926,POINT (3.0794337 48.656075899777605),23122
926,POINT (3.0794337 48.656075899777605),23248
926,POINT (3.0794337 48.656075899777605),23249
926,POINT (3.0794337 48.656075899777605),23374
927,POINT (2.6075591 48.800979299741684),16428
927,POINT (2.6075591 48.800979299741684),16554
927,POINT (2.6075591 48.800979299741684),16680
927,POINT (2.6075591 48.800979299741684),16806
928,POINT (3.3036762 48.55611879980231),26283
928,POINT (3.3036762 48.55611879980231),26284
928,POINT (3.3036762 48.55611879980231),26409
928,POINT (3.3036762 48.55611879980231),26410
928,POINT (3.3036762 48.55611879980231),26535
929,POINT (2.649885 48.79631899974282),17058
929,POINT (2.649885 48.79631899974282),17059
929,POINT (2.649885 48.79631899974282),17184
929,POINT (2.649885 48.79631899974282),17185
929,POINT (2.649885 48.79631899974282),17310
929,POINT (2.649885 48.79631899974282),17311
930,POINT (2.6499082 48.796338599742825),17058
930,POINT (2.6499082 48.796338599742825),17059
930,POINT (2.6499082 48.796338599742825),17184
930,POINT (2.6499082 48.796338599742825),17185
930,POINT (2.6499082 48.796338599742825),17310
930,POINT (2.6499082 48.796338599742825),17311
931,POINT (2.6499313 48.79635829974283),17058
931,POINT (2.6499313 48.79635829974283),17059
931,POINT (2.6499313 48.79635829974283),17184
931,POINT (2.6499313 48.79635829974283),17185
931,POINT (2.6499313 48.79635829974283),17310
931,POINT (2.6499313 48.79635829974283),17311
932,POINT (2.6499544 48.79637799974282),17058
932,POINT (2.6499544 48.79637799974282),17059
932,POINT (2.6499544 48.79637799974282),17184
932,POINT (2.6499544 48.79637799974282),17185
932,POINT (2.6499544 48.79637799974282),17310
932,POINT (2.6499544 48.79637799974282),17311
933,POINT (2.6499776 48.79639759974282),17058
933,POINT (2.6499776 48.79639759974282),17059
933,POINT (2.6499776 48.79639759974282),17184
933,POINT (2.6499776 48.79639759974282),17185
933,POINT (2.6499776 48.79639759974282),17310
933,POINT (2.6499776 48.79639759974282),17311
934,POINT (3.2189476999999997 48.97353119969888),24977
934,POINT (3.2189476999999997 48.97353119969888),25102
934,POINT (3.2189476999999997 48.97353119969888),25103
934,POINT (3.2189476999999997 48.97353119969888),25228
934,POINT (3.2189476999999997 48.97353119969888),25229
935,POINT (3.2190173999999994 48.973521599698884),24977
935,POINT (3.2190173999999994 48.973521599698884),25102
935,POINT (3.2190173999999994 48.973521599698884),25103
935,POINT (3.2190173999999994 48.973521599698884),25228
935,POINT (3.2190173999999994 48.973521599698884),25229
936,POINT (2.8151306 48.381562399845286),19498
936,POINT (2.8151306 48.381562399845286),19499
936,POINT (2.8151306 48.381562399845286),19624
936,POINT (2.8151306 48.381562399845286),19625
937,POINT (2.7828826999999996 48.853779999728594),18942
937,POINT (2.7828826999999996 48.853779999728594),19068
937,POINT (2.7828826999999996 48.853779999728594),19069
937,POINT (2.7828826999999996 48.853779999728594),19194
938,POINT (2.7828971000000005 48.85385779972856),18942
938,POINT (2.7828971000000005 48.85385779972856),19068
938,POINT (2.7828971000000005 48.85385779972856),19069
938,POINT (2.7828971000000005 48.85385779972856),19194
939,POINT (2.5869973 48.70983219976427),16186
939,POINT (2.5869973 48.70983219976427),16312
939,POINT (2.5869973 48.70983219976427),16313
939,POINT (2.5869973 48.70983219976427),16438
940,POINT (2.5871113 48.7097559997643),16186
940,POINT (2.5871113 48.7097559997643),16312
940,POINT (2.5871113 48.7097559997643),16313
940,POINT (2.5871113 48.7097559997643),16438
940,POINT (2.5871113 48.7097559997643),16439
941,POINT (2.6584586999999997 48.84156229973162),17179
941,POINT (2.6584586999999997 48.84156229973162),17180
941,POINT (2.6584586999999997 48.84156229973162),17305
941,POINT (2.6584586999999997 48.84156229973162),17306
941,POINT (2.6584586999999997 48.84156229973162),17431
941,POINT (2.6584586999999997 48.84156229973162),17432
942,POINT (2.6585083 48.84155299973162),17179
942,POINT (2.6585083 48.84155299973162),17180
942,POINT (2.6585083 48.84155299973162),17305
942,POINT (2.6585083 48.84155299973162),17306
942,POINT (2.6585083 48.84155299973162),17431
942,POINT (2.6585083 48.84155299973162),17432
943,POINT (2.8113553 48.830532799734364),19323
943,POINT (2.8113553 48.830532799734364),19448
943,POINT (2.8113553 48.830532799734364),19449
943,POINT (2.8113553 48.830532799734364),19574
943,POINT (2.8113553 48.830532799734364),19575
944,POINT (2.8113602 48.83049819973437),19323
944,POINT (2.8113602 48.83049819973437),19448
944,POINT (2.8113602 48.83049819973437),19449
944,POINT (2.8113602 48.83049819973437),19574
944,POINT (2.8113602 48.83049819973437),19575
945,POINT (2.8120583 48.83058929973434),19323
945,POINT (2.8120583 48.83058929973434),19448
945,POINT (2.8120583 48.83058929973434),19449
945,POINT (2.8120583 48.83058929973434),19574
945,POINT (2.8120583 48.83058929973434),19575
946,POINT (2.8120588999999994 48.83061259973434),19323
946,POINT (2.8120588999999994 48.83061259973434),19448
946,POINT (2.8120588999999994 48.83061259973434),19449
946,POINT (2.8120588999999994 48.83061259973434),19574
946,POINT (2.8120588999999994 48.83061259973434),19575
947,POINT (2.8121222 48.82923169973466),19323
947,POINT (2.8121222 48.82923169973466),19448
947,POINT (2.8121222 48.82923169973466),19449
947,POINT (2.8121222 48.82923169973466),19574
947,POINT (2.8121222 48.82923169973466),19575
948,POINT (2.057354 48.96197169970175),8724
948,POINT (2.057354 48.96197169970175),8850
948,POINT (2.057354 48.96197169970175),8851
948,POINT (2.057354 48.96197169970175),8976
949,POINT (2.0588244999999996 48.96259989970161),8724
949,POINT (2.0588244999999996 48.96259989970161),8850
949,POINT (2.0588244999999996 48.96259989970161),8976
950,POINT (1.5819607999999998 49.037499999683064),2038
950,POINT (1.5819607999999998 49.037499999683064),2163
950,POINT (1.5819607999999998 49.037499999683064),2164
950,POINT (1.5819607999999998 49.037499999683064),2289
950,POINT (1.5819607999999998 49.037499999683064),2290
951,POINT (1.5819709000000002 49.03746309968306),2038
951,POINT (1.5819709000000002 49.03746309968306),2163
951,POINT (1.5819709000000002 49.03746309968306),2164
951,POINT (1.5819709000000002 49.03746309968306),2289
951,POINT (1.5819709000000002 49.03746309968306),2290
952,POINT (2.1314047 48.85445199972841),9870
952,POINT (2.1314047 48.85445199972841),9996
952,POINT (2.1314047 48.85445199972841),10122
953,POINT (2.1392025 48.86249189972642),9869
953,POINT (2.1392025 48.86249189972642),9995
953,POINT (2.1392025 48.86249189972642),9996
953,POINT (2.1392025 48.86249189972642),10121
953,POINT (2.1392025 48.86249189972642),10122
954,POINT (2.155129 48.885476699720726),10118
954,POINT (2.155129 48.885476699720726),10119
954,POINT (2.155129 48.885476699720726),10244
954,POINT (2.155129 48.885476699720726),10245
954,POINT (2.155129 48.885476699720726),10370
954,POINT (2.155129 48.885476699720726),10371
955,POINT (2.1569903999999998 48.88943759971974),10118
955,POINT (2.1569903999999998 48.88943759971974),10244
955,POINT (2.1569903999999998 48.88943759971974),10245
955,POINT (2.1569903999999998 48.88943759971974),10370
955,POINT (2.1569903999999998 48.88943759971974),10371
956,POINT (2.0979027 48.996371699693235),9350
956,POINT (2.0979027 48.996371699693235),9351
956,POINT (2.0979027 48.996371699693235),9476
956,POINT (2.0979027 48.996371699693235),9477
956,POINT (2.0979027 48.996371699693235),9602
957,POINT (2.1399743 48.880968099721834),9867
957,POINT (2.1399743 48.880968099721834),9993
957,POINT (2.1399743 48.880968099721834),9994
957,POINT (2.1399743 48.880968099721834),10119
957,POINT (2.1399743 48.880968099721834),10120
958,POINT (2.1432069 48.878294399722506),9993
958,POINT (2.1432069 48.878294399722506),9994
958,POINT (2.1432069 48.878294399722506),10119
958,POINT (2.1432069 48.878294399722506),10120
958,POINT (2.1432069 48.878294399722506),10245
958,POINT (2.1432069 48.878294399722506),10246
959,POINT (1.7460041 48.985038899696036),4437
959,POINT (1.7460041 48.985038899696036),4438
959,POINT (1.7460041 48.985038899696036),4563
959,POINT (1.7460041 48.985038899696036),4564
960,POINT (2.1234354999999994 48.8609357997268),9743
960,POINT (2.1234354999999994 48.8609357997268),9744
960,POINT (2.1234354999999994 48.8609357997268),9869
960,POINT (2.1234354999999994 48.8609357997268),9870
960,POINT (2.1234354999999994 48.8609357997268),9995
961,POINT (2.0795032 48.726563899760144),9128
961,POINT (2.0795032 48.726563899760144),9129
961,POINT (2.0795032 48.726563899760144),9254
961,POINT (2.0795032 48.726563899760144),9255
961,POINT (2.0795032 48.726563899760144),9380
962,POINT (2.0966907999999997 48.86830799972498),9364
962,POINT (2.0966907999999997 48.86830799972498),9365
962,POINT (2.0966907999999997 48.86830799972498),9490
962,POINT (2.0966907999999997 48.86830799972498),9491
963,POINT (2.0986401 48.87207799972405),9364
963,POINT (2.0986401 48.87207799972405),9490
963,POINT (2.0986401 48.87207799972405),9491
963,POINT (2.0986401 48.87207799972405),9616
964,POINT (1.8101558999999996 48.777090599747616),5342
964,POINT (1.8101558999999996 48.777090599747616),5343
964,POINT (1.8101558999999996 48.777090599747616),5468
964,POINT (1.8101558999999996 48.777090599747616),5469
964,POINT (1.8101558999999996 48.777090599747616),5595
965,POINT (1.9771311999999999 48.91898279971242),7595
965,POINT (1.9771311999999999 48.91898279971242),7720
965,POINT (1.9771311999999999 48.91898279971242),7721
965,POINT (1.9771311999999999 48.91898279971242),7846
965,POINT (1.9771311999999999 48.91898279971242),7847
966,POINT (1.9574900999999996 48.827864499735014),7353
966,POINT (1.9574900999999996 48.827864499735014),7479
966,POINT (1.9574900999999996 48.827864499735014),7480
966,POINT (1.9574900999999996 48.827864499735014),7605
967,POINT (1.9611337 48.82672479973531),7479
967,POINT (1.9611337 48.82672479973531),7480
967,POINT (1.9611337 48.82672479973531),7605
967,POINT (1.9611337 48.82672479973531),7606
967,POINT (1.9611337 48.82672479973531),7731
968,POINT (1.9619668 48.82678199973528),7479
968,POINT (1.9619668 48.82678199973528),7480
968,POINT (1.9619668 48.82678199973528),7605
968,POINT (1.9619668 48.82678199973528),7606
968,POINT (1.9619668 48.82678199973528),7731
969,POINT (1.8188276000000003 48.64548889978023),5483
969,POINT (1.8188276000000003 48.64548889978023),5484
969,POINT (1.8188276000000003 48.64548889978023),5609
969,POINT (1.8188276000000003 48.64548889978023),5610
969,POINT (1.8188276000000003 48.64548889978023),5735
970,POINT (1.6314758 48.9968577996931),2798
970,POINT (1.6314758 48.9968577996931),2924
970,POINT (1.6314758 48.9968577996931),2925
970,POINT (1.6314758 48.9968577996931),3050
971,POINT (2.0670932 48.79978059974197),8868
971,POINT (2.0670932 48.79978059974197),8994
971,POINT (2.0670932 48.79978059974197),8995
971,POINT (2.0670932 48.79978059974197),9120
971,POINT (2.0670932 48.79978059974197),9121
972,POINT (2.0628588 48.8871469997203),8858
972,POINT (2.0628588 48.8871469997203),8859
972,POINT (2.0628588 48.8871469997203),8984
972,POINT (2.0628588 48.8871469997203),8985
972,POINT (2.0628588 48.8871469997203),9110
972,POINT (2.0628588 48.8871469997203),9111
973,POINT (2.0193517 48.73319669975851),8245
973,POINT (2.0193517 48.73319669975851),8246
973,POINT (2.0193517 48.73319669975851),8371
973,POINT (2.0193517 48.73319669975851),8372
973,POINT (2.0193517 48.73319669975851),8497
973,POINT (2.0193517 48.73319669975851),8498
974,POINT (2.1969687 48.78107689974663),10760
974,POINT (2.1969687 48.78107689974663),10761
974,POINT (2.1969687 48.78107689974663),10886
974,POINT (2.1969687 48.78107689974663),10887
974,POINT (2.1969687 48.78107689974663),11012
975,POINT (2.2008703 48.78094859974666),10760
975,POINT (2.2008703 48.78094859974666),10886
975,POINT (2.2008703 48.78094859974666),10887
975,POINT (2.2008703 48.78094859974666),11012
975,POINT (2.2008703 48.78094859974666),11013
976,POINT (2.2016613 48.781223399746594),10760
976,POINT (2.2016613 48.781223399746594),10886
976,POINT (2.2016613 48.781223399746594),10887
976,POINT (2.2016613 48.781223399746594),11012
976,POINT (2.2016613 48.781223399746594),11013
977,POINT (2.2195947 48.78240429974629),11012
977,POINT (2.2195947 48.78240429974629),11138
977,POINT (2.2195947 48.78240429974629),11139
977,POINT (2.2195947 48.78240429974629),11264
978,POINT (1.9820276999999995 48.98106859969704),7714
978,POINT (1.9820276999999995 48.98106859969704),7839
978,POINT (1.9820276999999995 48.98106859969704),7840
978,POINT (1.9820276999999995 48.98106859969704),7966
979,POINT (2.1306591 48.80184549974147),9750
979,POINT (2.1306591 48.80184549974147),9875
979,POINT (2.1306591 48.80184549974147),9876
979,POINT (2.1306591 48.80184549974147),10001
979,POINT (2.1306591 48.80184549974147),10002
980,POINT (1.8779107 48.81493309973823),6220
980,POINT (1.8779107 48.81493309973823),6346
980,POINT (1.8779107 48.81493309973823),6347
980,POINT (1.8779107 48.81493309973823),6472
980,POINT (1.8779107 48.81493309973823),6473
981,POINT (1.8779285999999993 48.81495359973822),6220
981,POINT (1.8779285999999993 48.81495359973822),6346
981,POINT (1.8779285999999993 48.81495359973822),6347
981,POINT (1.8779285999999993 48.81495359973822),6472
981,POINT (1.8779285999999993 48.81495359973822),6473
982,POINT (2.3793214 48.71339789976341),13288
982,POINT (2.3793214 48.71339789976341),13413
982,POINT (2.3793214 48.71339789976341),13414
982,POINT (2.3793214 48.71339789976341),13539
982,POINT (2.3793214 48.71339789976341),13540
983,POINT (2.4038279999999994 48.71254619976362),13666
983,POINT (2.4038279999999994 48.71254619976362),13791
983,POINT (2.4038279999999994 48.71254619976362),13792
983,POINT (2.4038279999999994 48.71254619976362),13918
984,POINT (2.4038501 48.712568099763615),13666
984,POINT (2.4038501 48.712568099763615),13791
984,POINT (2.4038501 48.712568099763615),13792
984,POINT (2.4038501 48.712568099763615),13918
985,POINT (2.5286327 48.67840059977208),15433
985,POINT (2.5286327 48.67840059977208),15434
985,POINT (2.5286327 48.67840059977208),15559
985,POINT (2.5286327 48.67840059977208),15560
985,POINT (2.5286327 48.67840059977208),15686
986,POINT (2.5294694000000004 48.67843629977208),15433
986,POINT (2.5294694000000004 48.67843629977208),15434
986,POINT (2.5294694000000004 48.67843629977208),15559
986,POINT (2.5294694000000004 48.67843629977208),15560
986,POINT (2.5294694000000004 48.67843629977208),15686
987,POINT (2.3001673 48.57983559979646),12169
987,POINT (2.3001673 48.57983559979646),12294
987,POINT (2.3001673 48.57983559979646),12295
987,POINT (2.3001673 48.57983559979646),12420
987,POINT (2.3001673 48.57983559979646),12421
988,POINT (2.3151368999999997 48.67418259977312),12410
988,POINT (2.3151368999999997 48.67418259977312),12536
988,POINT (2.3151368999999997 48.67418259977312),12537
988,POINT (2.3151368999999997 48.67418259977312),12662
989,POINT (2.13468 48.70104519976646),9887
989,POINT (2.13468 48.70104519976646),10013
989,POINT (2.13468 48.70104519976646),10014
989,POINT (2.13468 48.70104519976646),10139
990,POINT (2.1326008 48.67744909977231),9889
990,POINT (2.1326008 48.67744909977231),9890
990,POINT (2.1326008 48.67744909977231),10015
990,POINT (2.1326008 48.67744909977231),10016
990,POINT (2.1326008 48.67744909977231),10142
991,POINT (2.1343826999999997 48.67733339977235),9889
991,POINT (2.1343826999999997 48.67733339977235),9890
991,POINT (2.1343826999999997 48.67733339977235),10015
991,POINT (2.1343826999999997 48.67733339977235),10016
991,POINT (2.1343826999999997 48.67733339977235),10142
992,POINT (2.2678959 48.567767799799455),11792
992,POINT (2.2678959 48.567767799799455),11917
992,POINT (2.2678959 48.567767799799455),11918
992,POINT (2.2678959 48.567767799799455),12044
993,POINT (2.2901167 48.532705999808115),12048
993,POINT (2.2901167 48.532705999808115),12173
993,POINT (2.2901167 48.532705999808115),12174
993,POINT (2.2901167 48.532705999808115),12300
994,POINT (2.2901544999999994 48.532743299808104),12048
994,POINT (2.2901544999999994 48.532743299808104),12173
994,POINT (2.2901544999999994 48.532743299808104),12174
994,POINT (2.2901544999999994 48.532743299808104),12300
995,POINT (2.0912054999999996 48.64292659978086),9263
995,POINT (2.0912054999999996 48.64292659978086),9264
995,POINT (2.0912054999999996 48.64292659978086),9389
995,POINT (2.0912054999999996 48.64292659978086),9390
995,POINT (2.0912054999999996 48.64292659978086),9515
995,POINT (2.0912054999999996 48.64292659978086),9516
996,POINT (2.229804 48.642456899780974),11279
996,POINT (2.229804 48.642456899780974),11280
996,POINT (2.229804 48.642456899780974),11405
996,POINT (2.229804 48.642456899780974),11406
997,POINT (2.2301842 48.64249349978097),11279
997,POINT (2.2301842 48.64249349978097),11280
997,POINT (2.2301842 48.64249349978097),11405
997,POINT (2.2301842 48.64249349978097),11406
998,POINT (2.2302773 48.64266329978092),11279
998,POINT (2.2302773 48.64266329978092),11280
998,POINT (2.2302773 48.64266329978092),11405
998,POINT (2.2302773 48.64266329978092),11406
999,POINT (2.230324 48.64264529978092),11279
999,POINT (2.230324 48.64264529978092),11280
999,POINT (2.230324 48.64264529978092),11405
999,POINT (2.230324 48.64264529978092),11406
1000,POINT (2.2614008 48.72591669976032),11648
1000,POINT (2.2614008 48.72591669976032),11649
1000,POINT (2.2614008 48.72591669976032),11774
1000,POINT (2.2614008 48.72591669976032),11775
1000,POINT (2.2614008 48.72591669976032),11900
1000,POINT (2.2614008 48.72591669976032),11901
1001,POINT (2.2615001 48.725875099760316),11648
1001,POINT (2.2615001 48.725875099760316),11649
1001,POINT (2.2615001 48.725875099760316),11774
1001,POINT (2.2615001 48.725875099760316),11775
