,geometry,Polygon
746,POINT (2.308051 48.96950279969991),12504
747,POINT (2.0774811 49.036457399683314),9093
747,POINT (2.0774811 49.036457399683314),9094
747,POINT (2.0774811 49.036457399683314),9219
747,POINT (2.0774811 49.036457399683314),9220
747,POINT (2.0774811 49.036457399683314),9346
748,POINT (2.0777720999999993 49.037811599682975),9093
748,POINT (2.0777720999999993 49.037811599682975),9094
748,POINT (2.0777720999999993 49.037811599682975),9219
748,POINT (2.0777720999999993 49.037811599682975),9220
749,POINT (2.0108465 49.04838019968035),8084
749,POINT (2.0108465 49.04838019968035),8085
749,POINT (2.0108465 49.04838019968035),8210
749,POINT (2.0108465 49.04838019968035),8211
749,POINT (2.0108465 49.04838019968035),8336
749,POINT (2.0108465 49.04838019968035),8337
750,POINT (2.563317 48.6488093997794),15941
750,POINT (2.563317 48.6488093997794),16066
750,POINT (2.563317 48.6488093997794),16067
750,POINT (2.563317 48.6488093997794),16193
751,POINT (3.0524959999999997 48.96333199970141),22710
751,POINT (3.0524959999999997 48.96333199970141),22835
751,POINT (3.0524959999999997 48.96333199970141),22836
751,POINT (3.0524959999999997 48.96333199970141),22962
752,POINT (2.7218163999999994 48.26474639987384),18126
752,POINT (2.7218163999999994 48.26474639987384),18251
752,POINT (2.7218163999999994 48.26474639987384),18252
752,POINT (2.7218163999999994 48.26474639987384),18377
752,POINT (2.7218163999999994 48.26474639987384),18378
753,POINT (2.7215726 48.26293739987427),18126
753,POINT (2.7215726 48.26293739987427),18251
753,POINT (2.7215726 48.26293739987427),18252
753,POINT (2.7215726 48.26293739987427),18378
754,POINT (2.9277043999999997 48.426025799834385),21006
754,POINT (2.9277043999999997 48.426025799834385),21131
754,POINT (2.9277043999999997 48.426025799834385),21132
754,POINT (2.9277043999999997 48.426025799834385),21257
754,POINT (2.9277043999999997 48.426025799834385),21258
755,POINT (2.9315382999999997 48.42911109983364),21131
755,POINT (2.9315382999999997 48.42911109983364),21132
755,POINT (2.9315382999999997 48.42911109983364),21257
755,POINT (2.9315382999999997 48.42911109983364),21258
756,POINT (2.5529371 49.070985999674775),15642
756,POINT (2.5529371 49.070985999674775),15767
756,POINT (2.5529371 49.070985999674775),15768
756,POINT (2.5529371 49.070985999674775),15894
757,POINT (2.5516955999999995 49.072709699674334),15642
757,POINT (2.5516955999999995 49.072709699674334),15767
757,POINT (2.5516955999999995 49.072709699674334),15768
757,POINT (2.5516955999999995 49.072709699674334),15893
757,POINT (2.5516955999999995 49.072709699674334),15894
758,POINT (3.0644358999999994 48.97059109969963),22835
758,POINT (3.0644358999999994 48.97059109969963),22961
758,POINT (3.0644358999999994 48.97059109969963),22962
758,POINT (3.0644358999999994 48.97059109969963),23087
758,POINT (3.0644358999999994 48.97059109969963),23088
759,POINT (2.3739857 48.900341599717045),13141
759,POINT (2.3739857 48.900341599717045),13266
759,POINT (2.3739857 48.900341599717045),13267
759,POINT (2.3739857 48.900341599717045),13392
759,POINT (2.3739857 48.900341599717045),13393
759,POINT (2.3739857 48.900341599717045),13519
760,POINT (2.522871 49.000236399692284),15272
760,POINT (2.522871 49.000236399692284),15397
760,POINT (2.522871 49.000236399692284),15398
760,POINT (2.522871 49.000236399692284),15524
761,POINT (2.5367648999999997 49.009275099690036),15522
761,POINT (2.5367648999999997 49.009275099690036),15523
761,POINT (2.5367648999999997 49.009275099690036),15648
761,POINT (2.5367648999999997 49.009275099690036),15649
761,POINT (2.5367648999999997 49.009275099690036),15775
762,POINT (2.4419833 48.80512449974066),14159
762,POINT (2.4419833 48.80512449974066),14160
762,POINT (2.4419833 48.80512449974066),14285
762,POINT (2.4419833 48.80512449974066),14286
762,POINT (2.4419833 48.80512449974066),14411
762,POINT (2.4419833 48.80512449974066),14412
763,POINT (2.1481545999999994 48.712867499763554),10012
763,POINT (2.1481545999999994 48.712867499763554),10137
763,POINT (2.1481545999999994 48.712867499763554),10138
763,POINT (2.1481545999999994 48.712867499763554),10263
763,POINT (2.1481545999999994 48.712867499763554),10264
764,POINT (2.5998630000000005 49.022254599686825),16403
764,POINT (2.5998630000000005 49.022254599686825),16404
764,POINT (2.5998630000000005 49.022254599686825),16529
764,POINT (2.5998630000000005 49.022254599686825),16530
764,POINT (2.5998630000000005 49.022254599686825),16655
765,POINT (2.2209162 48.7840021997459),11012
765,POINT (2.2209162 48.7840021997459),11137
765,POINT (2.2209162 48.7840021997459),11138
765,POINT (2.2209162 48.7840021997459),11263
765,POINT (2.2209162 48.7840021997459),11264
766,POINT (1.996562 48.9250921997109),7972
766,POINT (1.996562 48.9250921997109),7973
766,POINT (1.996562 48.9250921997109),8098
766,POINT (1.996562 48.9250921997109),8099
766,POINT (1.996562 48.9250921997109),8224
767,POINT (1.6715077 48.99021439969476),3303
767,POINT (1.6715077 48.99021439969476),3428
767,POINT (1.6715077 48.99021439969476),3429
767,POINT (1.6715077 48.99021439969476),3555
768,POINT (2.6074654999999995 48.34943509985318),16604
768,POINT (2.6074654999999995 48.34943509985318),16605
768,POINT (2.6074654999999995 48.34943509985318),16730
768,POINT (2.6074654999999995 48.34943509985318),16731
769,POINT (2.6780287999999994 48.83086529973427),17433
769,POINT (2.6780287999999994 48.83086529973427),17558
769,POINT (2.6780287999999994 48.83086529973427),17559
769,POINT (2.6780287999999994 48.83086529973427),17684
769,POINT (2.6780287999999994 48.83086529973427),17685
770,POINT (2.1185923999999994 48.826929299735255),9621
770,POINT (2.1185923999999994 48.826929299735255),9747
770,POINT (2.1185923999999994 48.826929299735255),9748
770,POINT (2.1185923999999994 48.826929299735255),9873
771,POINT (2.3509763 48.75443899975324),12905
771,POINT (2.3509763 48.75443899975324),13031
771,POINT (2.3509763 48.75443899975324),13032
771,POINT (2.3509763 48.75443899975324),13157
772,POINT (2.3730374999999997 48.75477589975315),13157
772,POINT (2.3730374999999997 48.75477589975315),13283
772,POINT (2.3730374999999997 48.75477589975315),13284
772,POINT (2.3730374999999997 48.75477589975315),13409
772,POINT (2.3730374999999997 48.75477589975315),13410
773,POINT (2.1260567 48.61891749978682),9770
773,POINT (2.1260567 48.61891749978682),9771
773,POINT (2.1260567 48.61891749978682),9896
773,POINT (2.1260567 48.61891749978682),9897
773,POINT (2.1260567 48.61891749978682),10022
774,POINT (2.1278112 48.61646659978741),9770
774,POINT (2.1278112 48.61646659978741),9771
774,POINT (2.1278112 48.61646659978741),9896
774,POINT (2.1278112 48.61646659978741),9897
774,POINT (2.1278112 48.61646659978741),10022
774,POINT (2.1278112 48.61646659978741),10023
775,POINT (2.1278561 48.61646309978742),9770
775,POINT (2.1278561 48.61646309978742),9771
775,POINT (2.1278561 48.61646309978742),9896
775,POINT (2.1278561 48.61646309978742),9897
775,POINT (2.1278561 48.61646309978742),10022
775,POINT (2.1278561 48.61646309978742),10023
776,POINT (2.1278863 48.61645329978743),9770
776,POINT (2.1278863 48.61645329978743),9771
776,POINT (2.1278863 48.61645329978743),9896
776,POINT (2.1278863 48.61645329978743),9897
776,POINT (2.1278863 48.61645329978743),10022
776,POINT (2.1278863 48.61645329978743),10023
777,POINT (2.1455705 48.635386799782744),10020
777,POINT (2.1455705 48.635386799782744),10021
777,POINT (2.1455705 48.635386799782744),10146
777,POINT (2.1455705 48.635386799782744),10147
777,POINT (2.1455705 48.635386799782744),10272
777,POINT (2.1455705 48.635386799782744),10273
778,POINT (2.1467114 48.635992299782565),10020
778,POINT (2.1467114 48.635992299782565),10146
778,POINT (2.1467114 48.635992299782565),10147
778,POINT (2.1467114 48.635992299782565),10272
778,POINT (2.1467114 48.635992299782565),10273
779,POINT (2.2475462999999998 48.89119939971929),11378
779,POINT (2.2475462999999998 48.89119939971929),11504
779,POINT (2.2475462999999998 48.89119939971929),11630
780,POINT (2.4017827 48.803935099740954),13655
780,POINT (2.4017827 48.803935099740954),13656
780,POINT (2.4017827 48.803935099740954),13781
780,POINT (2.4017827 48.803935099740954),13782
780,POINT (2.4017827 48.803935099740954),13908
781,POINT (2.3125582999999996 48.883039399721326),12386
781,POINT (2.3125582999999996 48.883039399721326),12387
781,POINT (2.3125582999999996 48.883039399721326),12512
781,POINT (2.3125582999999996 48.883039399721326),12513
781,POINT (2.3125582999999996 48.883039399721326),12639
782,POINT (2.3612348 48.82850769973485),13023
782,POINT (2.3612348 48.82850769973485),13148
782,POINT (2.3612348 48.82850769973485),13149
782,POINT (2.3612348 48.82850769973485),13275
783,POINT (2.3726311999999994 48.82511659973571),13149
783,POINT (2.3726311999999994 48.82511659973571),13275
783,POINT (2.3726311999999994 48.82511659973571),13276
783,POINT (2.3726311999999994 48.82511659973571),13401
783,POINT (2.3726311999999994 48.82511659973571),13402
784,POINT (2.29463 48.87558829972318),12135
784,POINT (2.29463 48.87558829972318),12136
784,POINT (2.29463 48.87558829972318),12261
784,POINT (2.29463 48.87558829972318),12262
784,POINT (2.29463 48.87558829972318),12388
785,POINT (2.3984566 48.83120679973419),13527
785,POINT (2.3984566 48.83120679973419),13652
785,POINT (2.3984566 48.83120679973419),13653
785,POINT (2.3984566 48.83120679973419),13778
785,POINT (2.3984566 48.83120679973419),13779
786,POINT (2.3985098999999996 48.831173299734196),13527
786,POINT (2.3985098999999996 48.831173299734196),13652
786,POINT (2.3985098999999996 48.831173299734196),13653
786,POINT (2.3985098999999996 48.831173299734196),13778
786,POINT (2.3985098999999996 48.831173299734196),13779
787,POINT (2.3985825 48.83112879973422),13527
787,POINT (2.3985825 48.83112879973422),13652
787,POINT (2.3985825 48.83112879973422),13653
787,POINT (2.3985825 48.83112879973422),13778
787,POINT (2.3985825 48.83112879973422),13779
788,POINT (2.3986255 48.831098299734215),13527
788,POINT (2.3986255 48.831098299734215),13652
788,POINT (2.3986255 48.831098299734215),13653
788,POINT (2.3986255 48.831098299734215),13778
788,POINT (2.3986255 48.831098299734215),13779
789,POINT (2.398683 48.831067499734225),13527
789,POINT (2.398683 48.831067499734225),13652
789,POINT (2.398683 48.831067499734225),13653
789,POINT (2.398683 48.831067499734225),13778
789,POINT (2.398683 48.831067499734225),13779
790,POINT (2.3987429 48.83102749973423),13527
790,POINT (2.3987429 48.83102749973423),13652
790,POINT (2.3987429 48.83102749973423),13653
790,POINT (2.3987429 48.83102749973423),13778
790,POINT (2.3987429 48.83102749973423),13779
791,POINT (2.3624203999999995 48.81881399973725),13024
791,POINT (2.3624203999999995 48.81881399973725),13150
791,POINT (2.3624203999999995 48.81881399973725),13151
791,POINT (2.3624203999999995 48.81881399973725),13276
792,POINT (2.3825218 48.829270899734674),13275
792,POINT (2.3825218 48.829270899734674),13400
792,POINT (2.3825218 48.829270899734674),13401
792,POINT (2.3825218 48.829270899734674),13526
792,POINT (2.3825218 48.829270899734674),13527
793,POINT (2.2218832999999996 48.998605099692675),11114
793,POINT (2.2218832999999996 48.998605099692675),11240
793,POINT (2.2218832999999996 48.998605099692675),11366
794,POINT (2.2338505 48.99402929969381),11240
794,POINT (2.2338505 48.99402929969381),11241
794,POINT (2.2338505 48.99402929969381),11366
794,POINT (2.2338505 48.99402929969381),11367
794,POINT (2.2338505 48.99402929969381),11492
794,POINT (2.2338505 48.99402929969381),11493
795,POINT (2.2338877 48.99402299969381),11240
795,POINT (2.2338877 48.99402299969381),11241
795,POINT (2.2338877 48.99402299969381),11366
795,POINT (2.2338877 48.99402299969381),11367
795,POINT (2.2338877 48.99402299969381),11492
795,POINT (2.2338877 48.99402299969381),11493
796,POINT (2.4551768 48.778916999747175),14414
796,POINT (2.4551768 48.778916999747175),14415
796,POINT (2.4551768 48.778916999747175),14540
796,POINT (2.4551768 48.778916999747175),14541
797,POINT (2.4587756 48.89612729971808),14401
797,POINT (2.4587756 48.89612729971808),14402
797,POINT (2.4587756 48.89612729971808),14527
797,POINT (2.4587756 48.89612729971808),14528
797,POINT (2.4587756 48.89612729971808),14653
797,POINT (2.4587756 48.89612729971808),14654
798,POINT (2.5044968999999995 48.74350099975594),15048
798,POINT (2.5044968999999995 48.74350099975594),15049
798,POINT (2.5044968999999995 48.74350099975594),15174
798,POINT (2.5044968999999995 48.74350099975594),15175
798,POINT (2.5044968999999995 48.74350099975594),15300
798,POINT (2.5044968999999995 48.74350099975594),15301
799,POINT (2.4587219999999994 48.8960925997181),14401
799,POINT (2.4587219999999994 48.8960925997181),14402
799,POINT (2.4587219999999994 48.8960925997181),14527
799,POINT (2.4587219999999994 48.8960925997181),14528
799,POINT (2.4587219999999994 48.8960925997181),14653
799,POINT (2.4587219999999994 48.8960925997181),14654
800,POINT (2.5044553 48.74353729975595),15048
800,POINT (2.5044553 48.74353729975595),15049
800,POINT (2.5044553 48.74353729975595),15174
800,POINT (2.5044553 48.74353729975595),15175
800,POINT (2.5044553 48.74353729975595),15300
800,POINT (2.5044553 48.74353729975595),15301
801,POINT (2.4586683 48.896057799718086),14401
801,POINT (2.4586683 48.896057799718086),14402
801,POINT (2.4586683 48.896057799718086),14527
801,POINT (2.4586683 48.896057799718086),14528
801,POINT (2.4586683 48.896057799718086),14653
801,POINT (2.4586683 48.896057799718086),14654
802,POINT (2.5044324999999996 48.74355939975592),15048
802,POINT (2.5044324999999996 48.74355939975592),15049
802,POINT (2.5044324999999996 48.74355939975592),15174
802,POINT (2.5044324999999996 48.74355939975592),15175
802,POINT (2.5044324999999996 48.74355939975592),15300
802,POINT (2.5044324999999996 48.74355939975592),15301
803,POINT (2.4586146999999996 48.8960230997181),14401
803,POINT (2.4586146999999996 48.8960230997181),14402
803,POINT (2.4586146999999996 48.8960230997181),14527
803,POINT (2.4586146999999996 48.8960230997181),14528
803,POINT (2.4586146999999996 48.8960230997181),14653
803,POINT (2.4586146999999996 48.8960230997181),14654
804,POINT (2.5044076999999993 48.74358109975591),15048
804,POINT (2.5044076999999993 48.74358109975591),15049
804,POINT (2.5044076999999993 48.74358109975591),15174
804,POINT (2.5044076999999993 48.74358109975591),15175
804,POINT (2.5044076999999993 48.74358109975591),15300
804,POINT (2.5044076999999993 48.74358109975591),15301
805,POINT (2.5043607999999997 48.74362179975592),15048
805,POINT (2.5043607999999997 48.74362179975592),15049
805,POINT (2.5043607999999997 48.74362179975592),15174
805,POINT (2.5043607999999997 48.74362179975592),15175
805,POINT (2.5043607999999997 48.74362179975592),15300
805,POINT (2.5043607999999997 48.74362179975592),15301
806,POINT (2.4585074 48.89595359971812),14401
806,POINT (2.4585074 48.89595359971812),14402
806,POINT (2.4585074 48.89595359971812),14527
806,POINT (2.4585074 48.89595359971812),14528
806,POINT (2.4585074 48.89595359971812),14653
806,POINT (2.4585074 48.89595359971812),14654
807,POINT (2.5043373 48.74363899975591),15048
807,POINT (2.5043373 48.74363899975591),15049
807,POINT (2.5043373 48.74363899975591),15174
807,POINT (2.5043373 48.74363899975591),15175
807,POINT (2.5043373 48.74363899975591),15300
807,POINT (2.5043373 48.74363899975591),15301
808,POINT (2.2959838 48.83060149973432),12140
808,POINT (2.2959838 48.83060149973432),12141
808,POINT (2.2959838 48.83060149973432),12266
808,POINT (2.2959838 48.83060149973432),12267
808,POINT (2.2959838 48.83060149973432),12393
809,POINT (2.2998427 48.85179379972908),12138
809,POINT (2.2998427 48.85179379972908),12264
809,POINT (2.2998427 48.85179379972908),12265
809,POINT (2.2998427 48.85179379972908),12390
809,POINT (2.2998427 48.85179379972908),12391
810,POINT (2.3150384 48.85556639972814),12390
810,POINT (2.3150384 48.85556639972814),12515
810,POINT (2.3150384 48.85556639972814),12516
810,POINT (2.3150384 48.85556639972814),12642
811,POINT (2.3261261 48.8327386997338),12518
811,POINT (2.3261261 48.8327386997338),12519
811,POINT (2.3261261 48.8327386997338),12644
811,POINT (2.3261261 48.8327386997338),12645
