,X,Y,com_insee,com_nom,acc,Type,geometry,0
1117,2.5010325,48.7645086997507,94071,Sucy-en-Brie,Intérieur,aed,POINT (2.5010325 48.7645086997507),15046
1117,2.5010325,48.7645086997507,94071,Sucy-en-Brie,Intérieur,aed,POINT (2.5010325 48.7645086997507),15172
1117,2.5010325,48.7645086997507,94071,Sucy-en-Brie,Intérieur,aed,POINT (2.5010325 48.7645086997507),15173
1117,2.5010325,48.7645086997507,94071,Sucy-en-Brie,Intérieur,aed,POINT (2.5010325 48.7645086997507),15298
1118,2.3352712,48.7638302997509,94034,Fresnes,Intérieur,aed,POINT (2.3352712 48.7638302997509),12652
1118,2.3352712,48.7638302997509,94034,Fresnes,Intérieur,aed,POINT (2.3352712 48.7638302997509),12778
1118,2.3352712,48.7638302997509,94034,Fresnes,Intérieur,aed,POINT (2.3352712 48.7638302997509),12779
1118,2.3352712,48.7638302997509,94034,Fresnes,Intérieur,aed,POINT (2.3352712 48.7638302997509),12904
1119,2.2412968,48.9002335997171,92026,Courbevoie,Extérieur,aed,POINT (2.2412968 48.9002335997171),11377
1119,2.2412968,48.9002335997171,92026,Courbevoie,Extérieur,aed,POINT (2.2412968 48.9002335997171),11502
1119,2.2412968,48.9002335997171,92026,Courbevoie,Extérieur,aed,POINT (2.2412968 48.9002335997171),11503
1119,2.2412968,48.9002335997171,92026,Courbevoie,Extérieur,aed,POINT (2.2412968 48.9002335997171),11629
1120,2.2373472,48.8927053997189,92062,Puteaux,Intérieur,aed,POINT (2.2373472 48.8927053997189),11252
1120,2.2373472,48.8927053997189,92062,Puteaux,Intérieur,aed,POINT (2.2373472 48.8927053997189),11377
1120,2.2373472,48.8927053997189,92062,Puteaux,Intérieur,aed,POINT (2.2373472 48.8927053997189),11378
1120,2.2373472,48.8927053997189,92062,Puteaux,Intérieur,aed,POINT (2.2373472 48.8927053997189),11503
1120,2.2373472,48.8927053997189,92062,Puteaux,Intérieur,aed,POINT (2.2373472 48.8927053997189),11504
1121,2.2426218,48.9028495997164,92035,La Garenne-Colombes,Extérieur,aed,POINT (2.2426218 48.9028495997164),11376
1121,2.2426218,48.9028495997164,92035,La Garenne-Colombes,Extérieur,aed,POINT (2.2426218 48.9028495997164),11377
1121,2.2426218,48.9028495997164,92035,La Garenne-Colombes,Extérieur,aed,POINT (2.2426218 48.9028495997164),11502
1121,2.2426218,48.9028495997164,92035,La Garenne-Colombes,Extérieur,aed,POINT (2.2426218 48.9028495997164),11503
1121,2.2426218,48.9028495997164,92035,La Garenne-Colombes,Extérieur,aed,POINT (2.2426218 48.9028495997164),11628
1121,2.2426218,48.9028495997164,92035,La Garenne-Colombes,Extérieur,aed,POINT (2.2426218 48.9028495997164),11629
1122,2.3027636,48.8350660997332,75056,Paris,Intérieur,aed,POINT (2.3027636 48.8350660997332),12266
1122,2.3027636,48.8350660997332,75056,Paris,Intérieur,aed,POINT (2.3027636 48.8350660997332),12267
1122,2.3027636,48.8350660997332,75056,Paris,Intérieur,aed,POINT (2.3027636 48.8350660997332),12392
1122,2.3027636,48.8350660997332,75056,Paris,Intérieur,aed,POINT (2.3027636 48.8350660997332),12393
1122,2.3027636,48.8350660997332,75056,Paris,Intérieur,aed,POINT (2.3027636 48.8350660997332),12518
1123,2.3021991,48.836070899733,75056,Paris,Intérieur,aed,POINT (2.3021991 48.836070899733),12266
1123,2.3021991,48.836070899733,75056,Paris,Intérieur,aed,POINT (2.3021991 48.836070899733),12267
1123,2.3021991,48.836070899733,75056,Paris,Intérieur,aed,POINT (2.3021991 48.836070899733),12392
1123,2.3021991,48.836070899733,75056,Paris,Intérieur,aed,POINT (2.3021991 48.836070899733),12393
1123,2.3021991,48.836070899733,75056,Paris,Intérieur,aed,POINT (2.3021991 48.836070899733),12518
1124,2.329556,48.8122042997389,94003,Arcueil,Intérieur,aed,POINT (2.329556 48.8122042997389),12646
1124,2.329556,48.8122042997389,94003,Arcueil,Intérieur,aed,POINT (2.329556 48.8122042997389),12647
1124,2.329556,48.8122042997389,94003,Arcueil,Intérieur,aed,POINT (2.329556 48.8122042997389),12772
1124,2.329556,48.8122042997389,94003,Arcueil,Intérieur,aed,POINT (2.329556 48.8122042997389),12773
1124,2.329556,48.8122042997389,94003,Arcueil,Intérieur,aed,POINT (2.329556 48.8122042997389),12899
1125,2.1895332,48.8916300997192,92050,Nanterre,Intérieur,aed,POINT (2.1895332 48.8916300997192),10622
1125,2.1895332,48.8916300997192,92050,Nanterre,Intérieur,aed,POINT (2.1895332 48.8916300997192),10747
1125,2.1895332,48.8916300997192,92050,Nanterre,Intérieur,aed,POINT (2.1895332 48.8916300997192),10748
1125,2.1895332,48.8916300997192,92050,Nanterre,Intérieur,aed,POINT (2.1895332 48.8916300997192),10874
1126,2.2372506,48.8846235997209,92062,Puteaux,Extérieur,aed,POINT (2.2372506 48.8846235997209),11253
1126,2.2372506,48.8846235997209,92062,Puteaux,Extérieur,aed,POINT (2.2372506 48.8846235997209),11378
1126,2.2372506,48.8846235997209,92062,Puteaux,Extérieur,aed,POINT (2.2372506 48.8846235997209),11379
1126,2.2372506,48.8846235997209,92062,Puteaux,Extérieur,aed,POINT (2.2372506 48.8846235997209),11504
1126,2.2372506,48.8846235997209,92062,Puteaux,Extérieur,aed,POINT (2.2372506 48.8846235997209),11505
1127,2.2383556,48.8968927997179,92026,Courbevoie,Extérieur,aed,POINT (2.2383556 48.8968927997179),11251
1127,2.2383556,48.8968927997179,92026,Courbevoie,Extérieur,aed,POINT (2.2383556 48.8968927997179),11377
1127,2.2383556,48.8968927997179,92026,Courbevoie,Extérieur,aed,POINT (2.2383556 48.8968927997179),11378
1127,2.2383556,48.8968927997179,92026,Courbevoie,Extérieur,aed,POINT (2.2383556 48.8968927997179),11503
1127,2.2383556,48.8968927997179,92026,Courbevoie,Extérieur,aed,POINT (2.2383556 48.8968927997179),11504
1128,2.2344807,48.8684633997249,75056,Paris,Intérieur,aed,POINT (2.2344807 48.8684633997249),11254
1128,2.2344807,48.8684633997249,75056,Paris,Intérieur,aed,POINT (2.2344807 48.8684633997249),11255
1128,2.2344807,48.8684633997249,75056,Paris,Intérieur,aed,POINT (2.2344807 48.8684633997249),11380
1128,2.2344807,48.8684633997249,75056,Paris,Intérieur,aed,POINT (2.2344807 48.8684633997249),11381
1128,2.2344807,48.8684633997249,75056,Paris,Intérieur,aed,POINT (2.2344807 48.8684633997249),11506
1128,2.2344807,48.8684633997249,75056,Paris,Intérieur,aed,POINT (2.2344807 48.8684633997249),11507
1129,2.5081028,48.7710175997491,94071,Sucy-en-Brie,Intérieur,aed,POINT (2.5081028 48.7710175997491),15045
1129,2.5081028,48.7710175997491,94071,Sucy-en-Brie,Intérieur,aed,POINT (2.5081028 48.7710175997491),15171
1129,2.5081028,48.7710175997491,94071,Sucy-en-Brie,Intérieur,aed,POINT (2.5081028 48.7710175997491),15172
1129,2.5081028,48.7710175997491,94071,Sucy-en-Brie,Intérieur,aed,POINT (2.5081028 48.7710175997491),15297
1129,2.5081028,48.7710175997491,94071,Sucy-en-Brie,Intérieur,aed,POINT (2.5081028 48.7710175997491),15298
1130,2.3392516,48.7762728997478,94038,L'Haÿ-les-Roses,Extérieur,aed,POINT (2.3392516 48.7762728997478),12776
1130,2.3392516,48.7762728997478,94038,L'Haÿ-les-Roses,Extérieur,aed,POINT (2.3392516 48.7762728997478),12777
1130,2.3392516,48.7762728997478,94038,L'Haÿ-les-Roses,Extérieur,aed,POINT (2.3392516 48.7762728997478),12902
1130,2.3392516,48.7762728997478,94038,L'Haÿ-les-Roses,Extérieur,aed,POINT (2.3392516 48.7762728997478),12903
1130,2.3392516,48.7762728997478,94038,L'Haÿ-les-Roses,Extérieur,aed,POINT (2.3392516 48.7762728997478),13029
1131,2.3330816,48.80769109974,94003,Arcueil,Extérieur,aed,POINT (2.3330816 48.80769109974),12647
1131,2.3330816,48.80769109974,94003,Arcueil,Extérieur,aed,POINT (2.3330816 48.80769109974),12648
1131,2.3330816,48.80769109974,94003,Arcueil,Extérieur,aed,POINT (2.3330816 48.80769109974),12773
1131,2.3330816,48.80769109974,94003,Arcueil,Extérieur,aed,POINT (2.3330816 48.80769109974),12774
1131,2.3330816,48.80769109974,94003,Arcueil,Extérieur,aed,POINT (2.3330816 48.80769109974),12899
1132,2.3338934,48.8089582997397,94003,Arcueil,Extérieur,aed,POINT (2.3338934 48.8089582997397),12647
1132,2.3338934,48.8089582997397,94003,Arcueil,Extérieur,aed,POINT (2.3338934 48.8089582997397),12773
1132,2.3338934,48.8089582997397,94003,Arcueil,Extérieur,aed,POINT (2.3338934 48.8089582997397),12774
1132,2.3338934,48.8089582997397,94003,Arcueil,Extérieur,aed,POINT (2.3338934 48.8089582997397),12899
1133,2.1332018,48.6772738997724,91275,Gometz-le-Châtel,Extérieur,aed,POINT (2.1332018 48.6772738997724),9889
1133,2.1332018,48.6772738997724,91275,Gometz-le-Châtel,Extérieur,aed,POINT (2.1332018 48.6772738997724),9890
1133,2.1332018,48.6772738997724,91275,Gometz-le-Châtel,Extérieur,aed,POINT (2.1332018 48.6772738997724),10015
1133,2.1332018,48.6772738997724,91275,Gometz-le-Châtel,Extérieur,aed,POINT (2.1332018 48.6772738997724),10016
1133,2.1332018,48.6772738997724,91275,Gometz-le-Châtel,Extérieur,aed,POINT (2.1332018 48.6772738997724),10142
1134,2.1179184,48.68678319977,91272,Gif-sur-Yvette,Intérieur,aed,POINT (2.1179184 48.68678319977),9636
1134,2.1179184,48.68678319977,91272,Gif-sur-Yvette,Intérieur,aed,POINT (2.1179184 48.68678319977),9637
1134,2.1179184,48.68678319977,91272,Gif-sur-Yvette,Intérieur,aed,POINT (2.1179184 48.68678319977),9762
1134,2.1179184,48.68678319977,91272,Gif-sur-Yvette,Intérieur,aed,POINT (2.1179184 48.68678319977),9763
1134,2.1179184,48.68678319977,91272,Gif-sur-Yvette,Intérieur,aed,POINT (2.1179184 48.68678319977),9888
1134,2.1179184,48.68678319977,91272,Gif-sur-Yvette,Intérieur,aed,POINT (2.1179184 48.68678319977),9889
1135,2.1171342,48.6881760997697,91272,Gif-sur-Yvette,Intérieur,aed,POINT (2.1171342 48.6881760997697),9636
1135,2.1171342,48.6881760997697,91272,Gif-sur-Yvette,Intérieur,aed,POINT (2.1171342 48.6881760997697),9637
1135,2.1171342,48.6881760997697,91272,Gif-sur-Yvette,Intérieur,aed,POINT (2.1171342 48.6881760997697),9762
1135,2.1171342,48.6881760997697,91272,Gif-sur-Yvette,Intérieur,aed,POINT (2.1171342 48.6881760997697),9763
1135,2.1171342,48.6881760997697,91272,Gif-sur-Yvette,Intérieur,aed,POINT (2.1171342 48.6881760997697),9888
1135,2.1171342,48.6881760997697,91272,Gif-sur-Yvette,Intérieur,aed,POINT (2.1171342 48.6881760997697),9889
1136,2.1075234,48.6794833997718,91272,Gif-sur-Yvette,Intérieur,aed,POINT (2.1075234 48.6794833997718),9511
1136,2.1075234,48.6794833997718,91272,Gif-sur-Yvette,Intérieur,aed,POINT (2.1075234 48.6794833997718),9512
1136,2.1075234,48.6794833997718,91272,Gif-sur-Yvette,Intérieur,aed,POINT (2.1075234 48.6794833997718),9637
1136,2.1075234,48.6794833997718,91272,Gif-sur-Yvette,Intérieur,aed,POINT (2.1075234 48.6794833997718),9638
1136,2.1075234,48.6794833997718,91272,Gif-sur-Yvette,Intérieur,aed,POINT (2.1075234 48.6794833997718),9763
1136,2.1075234,48.6794833997718,91272,Gif-sur-Yvette,Intérieur,aed,POINT (2.1075234 48.6794833997718),9764
1137,2.4789261,48.5983423997919,91174,Corbeil-Essonnes,Intérieur,aed,POINT (2.4789261 48.5983423997919),14686
1137,2.4789261,48.5983423997919,91174,Corbeil-Essonnes,Intérieur,aed,POINT (2.4789261 48.5983423997919),14687
1137,2.4789261,48.5983423997919,91174,Corbeil-Essonnes,Intérieur,aed,POINT (2.4789261 48.5983423997919),14812
1137,2.4789261,48.5983423997919,91174,Corbeil-Essonnes,Intérieur,aed,POINT (2.4789261 48.5983423997919),14813
1137,2.4789261,48.5983423997919,91174,Corbeil-Essonnes,Intérieur,aed,POINT (2.4789261 48.5983423997919),14938
1137,2.4789261,48.5983423997919,91174,Corbeil-Essonnes,Intérieur,aed,POINT (2.4789261 48.5983423997919),14939
1138,2.2950434,48.8737982997236,75056,Paris,Intérieur,aed,POINT (2.2950434 48.8737982997236),12136
1138,2.2950434,48.8737982997236,75056,Paris,Intérieur,aed,POINT (2.2950434 48.8737982997236),12261
1138,2.2950434,48.8737982997236,75056,Paris,Intérieur,aed,POINT (2.2950434 48.8737982997236),12262
1138,2.2950434,48.8737982997236,75056,Paris,Intérieur,aed,POINT (2.2950434 48.8737982997236),12388
1139,2.1195745,48.7036265997658,91272,Gif-sur-Yvette,Intérieur,aed,POINT (2.1195745 48.7036265997658),9635
1139,2.1195745,48.7036265997658,91272,Gif-sur-Yvette,Intérieur,aed,POINT (2.1195745 48.7036265997658),9760
1139,2.1195745,48.7036265997658,91272,Gif-sur-Yvette,Intérieur,aed,POINT (2.1195745 48.7036265997658),9761
1139,2.1195745,48.7036265997658,91272,Gif-sur-Yvette,Intérieur,aed,POINT (2.1195745 48.7036265997658),9886
1139,2.1195745,48.7036265997658,91272,Gif-sur-Yvette,Intérieur,aed,POINT (2.1195745 48.7036265997658),9887
1140,2.5526703,48.6660608997751,77122,Combs-la-Ville,Intérieur,aed,POINT (2.5526703 48.6660608997751),15687
1140,2.5526703,48.6660608997751,77122,Combs-la-Ville,Intérieur,aed,POINT (2.5526703 48.6660608997751),15813
1140,2.5526703,48.6660608997751,77122,Combs-la-Ville,Intérieur,aed,POINT (2.5526703 48.6660608997751),15939
1141,2.4705659,48.585900899795,91174,Corbeil-Essonnes,Extérieur,aed,POINT (2.4705659 48.585900899795),14562
1141,2.4705659,48.585900899795,91174,Corbeil-Essonnes,Extérieur,aed,POINT (2.4705659 48.585900899795),14687
1141,2.4705659,48.585900899795,91174,Corbeil-Essonnes,Extérieur,aed,POINT (2.4705659 48.585900899795),14688
1141,2.4705659,48.585900899795,91174,Corbeil-Essonnes,Extérieur,aed,POINT (2.4705659 48.585900899795),14814
1142,2.4823561,48.6944962997681,91691,Yerres,Intérieur,aed,POINT (2.4823561 48.6944962997681),14801
1142,2.4823561,48.6944962997681,91691,Yerres,Intérieur,aed,POINT (2.4823561 48.6944962997681),14802
1142,2.4823561,48.6944962997681,91691,Yerres,Intérieur,aed,POINT (2.4823561 48.6944962997681),14927
1142,2.4823561,48.6944962997681,91691,Yerres,Intérieur,aed,POINT (2.4823561 48.6944962997681),14928
1142,2.4823561,48.6944962997681,91691,Yerres,Intérieur,aed,POINT (2.4823561 48.6944962997681),15054
1143,2.5005105,48.6998171997668,91114,Brunoy,Intérieur,aed,POINT (2.5005105 48.6998171997668),15053
1143,2.5005105,48.6998171997668,91114,Brunoy,Intérieur,aed,POINT (2.5005105 48.6998171997668),15054
1143,2.5005105,48.6998171997668,91114,Brunoy,Intérieur,aed,POINT (2.5005105 48.6998171997668),15179
1143,2.5005105,48.6998171997668,91114,Brunoy,Intérieur,aed,POINT (2.5005105 48.6998171997668),15180
1143,2.5005105,48.6998171997668,91114,Brunoy,Intérieur,aed,POINT (2.5005105 48.6998171997668),15305
1144,2.4942219,48.7008397997665,91114,Brunoy,Intérieur,aed,POINT (2.4942219 48.7008397997665),14927
1144,2.4942219,48.7008397997665,91114,Brunoy,Intérieur,aed,POINT (2.4942219 48.7008397997665),15053
1144,2.4942219,48.7008397997665,91114,Brunoy,Intérieur,aed,POINT (2.4942219 48.7008397997665),15054
1144,2.4942219,48.7008397997665,91114,Brunoy,Intérieur,aed,POINT (2.4942219 48.7008397997665),15179
1145,2.5066391,48.698977299767,91114,Brunoy,Extérieur,aed,POINT (2.5066391 48.698977299767),15053
1145,2.5066391,48.698977299767,91114,Brunoy,Extérieur,aed,POINT (2.5066391 48.698977299767),15179
1145,2.5066391,48.698977299767,91114,Brunoy,Extérieur,aed,POINT (2.5066391 48.698977299767),15180
1145,2.5066391,48.698977299767,91114,Brunoy,Extérieur,aed,POINT (2.5066391 48.698977299767),15305
1145,2.5066391,48.698977299767,91114,Brunoy,Extérieur,aed,POINT (2.5066391 48.698977299767),15306
1146,2.5141074,48.694742499768,91215,Épinay-sous-Sénart,Intérieur,aed,POINT (2.5141074 48.694742499768),15180
1146,2.5141074,48.694742499768,91215,Épinay-sous-Sénart,Intérieur,aed,POINT (2.5141074 48.694742499768),15305
1146,2.5141074,48.694742499768,91215,Épinay-sous-Sénart,Intérieur,aed,POINT (2.5141074 48.694742499768),15306
1146,2.5141074,48.694742499768,91215,Épinay-sous-Sénart,Intérieur,aed,POINT (2.5141074 48.694742499768),15432
1147,2.5159202,48.6876166997698,91215,Épinay-sous-Sénart,Intérieur,aed,POINT (2.5159202 48.6876166997698),15181
1147,2.5159202,48.6876166997698,91215,Épinay-sous-Sénart,Intérieur,aed,POINT (2.5159202 48.6876166997698),15306
1147,2.5159202,48.6876166997698,91215,Épinay-sous-Sénart,Intérieur,aed,POINT (2.5159202 48.6876166997698),15307
1147,2.5159202,48.6876166997698,91215,Épinay-sous-Sénart,Intérieur,aed,POINT (2.5159202 48.6876166997698),15432
1147,2.5159202,48.6876166997698,91215,Épinay-sous-Sénart,Intérieur,aed,POINT (2.5159202 48.6876166997698),15433
1148,2.4845721,48.5666434997997,91179,Le Coudray-Montceaux,Intérieur,aed,POINT (2.4845721 48.5666434997997),14816
1148,2.4845721,48.5666434997997,91179,Le Coudray-Montceaux,Intérieur,aed,POINT (2.4845721 48.5666434997997),14942
1148,2.4845721,48.5666434997997,91179,Le Coudray-Montceaux,Intérieur,aed,POINT (2.4845721 48.5666434997997),14943
1148,2.4845721,48.5666434997997,91179,Le Coudray-Montceaux,Intérieur,aed,POINT (2.4845721 48.5666434997997),15068
1149,2.4744389,48.5766314997973,91179,Le Coudray-Montceaux,Intérieur,aed,POINT (2.4744389 48.5766314997973),14689
1149,2.4744389,48.5766314997973,91179,Le Coudray-Montceaux,Intérieur,aed,POINT (2.4744389 48.5766314997973),14814
1149,2.4744389,48.5766314997973,91179,Le Coudray-Montceaux,Intérieur,aed,POINT (2.4744389 48.5766314997973),14815
1149,2.4744389,48.5766314997973,91179,Le Coudray-Montceaux,Intérieur,aed,POINT (2.4744389 48.5766314997973),14941
1150,2.4930906,48.5706671997987,91435,Morsang-sur-Seine,Intérieur,aed,POINT (2.4930906 48.5706671997987),14941
1150,2.4930906,48.5706671997987,91435,Morsang-sur-Seine,Intérieur,aed,POINT (2.4930906 48.5706671997987),14942
1150,2.4930906,48.5706671997987,91435,Morsang-sur-Seine,Intérieur,aed,POINT (2.4930906 48.5706671997987),15067
1150,2.4930906,48.5706671997987,91435,Morsang-sur-Seine,Intérieur,aed,POINT (2.4930906 48.5706671997987),15068
1150,2.4930906,48.5706671997987,91435,Morsang-sur-Seine,Intérieur,aed,POINT (2.4930906 48.5706671997987),15194
1151,2.3308237,48.8012536997416,94003,Arcueil,Extérieur,aed,POINT (2.3308237 48.8012536997416),12648
1151,2.3308237,48.8012536997416,94003,Arcueil,Extérieur,aed,POINT (2.3308237 48.8012536997416),12773
1151,2.3308237,48.8012536997416,94003,Arcueil,Extérieur,aed,POINT (2.3308237 48.8012536997416),12774
1151,2.3308237,48.8012536997416,94003,Arcueil,Extérieur,aed,POINT (2.3308237 48.8012536997416),12900
1152,2.3212996,48.7930313997437,94016,Cachan,Extérieur,aed,POINT (2.3212996 48.7930313997437),12522
1152,2.3212996,48.7930313997437,94016,Cachan,Extérieur,aed,POINT (2.3212996 48.7930313997437),12523
1152,2.3212996,48.7930313997437,94016,Cachan,Extérieur,aed,POINT (2.3212996 48.7930313997437),12648
1152,2.3212996,48.7930313997437,94016,Cachan,Extérieur,aed,POINT (2.3212996 48.7930313997437),12649
1152,2.3212996,48.7930313997437,94016,Cachan,Extérieur,aed,POINT (2.3212996 48.7930313997437),12775
1153,2.3233847,48.787451299745,94016,Cachan,Extérieur,aed,POINT (2.3233847 48.787451299745),12523
1153,2.3233847,48.787451299745,94016,Cachan,Extérieur,aed,POINT (2.3233847 48.787451299745),12524
1153,2.3233847,48.787451299745,94016,Cachan,Extérieur,aed,POINT (2.3233847 48.787451299745),12649
1153,2.3233847,48.787451299745,94016,Cachan,Extérieur,aed,POINT (2.3233847 48.787451299745),12650
1153,2.3233847,48.787451299745,94016,Cachan,Extérieur,aed,POINT (2.3233847 48.787451299745),12775
1153,2.3233847,48.787451299745,94016,Cachan,Extérieur,aed,POINT (2.3233847 48.787451299745),12776
1154,2.3249074,48.7873012997451,94016,Cachan,Extérieur,aed,POINT (2.3249074 48.7873012997451),12523
1154,2.3249074,48.7873012997451,94016,Cachan,Extérieur,aed,POINT (2.3249074 48.7873012997451),12524
1154,2.3249074,48.7873012997451,94016,Cachan,Extérieur,aed,POINT (2.3249074 48.7873012997451),12649
1154,2.3249074,48.7873012997451,94016,Cachan,Extérieur,aed,POINT (2.3249074 48.7873012997451),12650
1154,2.3249074,48.7873012997451,94016,Cachan,Extérieur,aed,POINT (2.3249074 48.7873012997451),12775
1154,2.3249074,48.7873012997451,94016,Cachan,Extérieur,aed,POINT (2.3249074 48.7873012997451),12776
1155,3.2501723,48.5135340998129,77260,Longueville,Extérieur,aed,POINT (3.2501723 48.5135340998129),25532
1155,3.2501723,48.5135340998129,77260,Longueville,Extérieur,aed,POINT (3.2501723 48.5135340998129),25657
1155,3.2501723,48.5135340998129,77260,Longueville,Extérieur,aed,POINT (3.2501723 48.5135340998129),25658
1155,3.2501723,48.5135340998129,77260,Longueville,Extérieur,aed,POINT (3.2501723 48.5135340998129),25784
