,X,Y,com_insee,com_nom,acc,Type,geometry,0
1068,2.5269763,48.6894616997693,91097,Boussy-Saint-Antoine,Intérieur,aed,POINT (2.5269763 48.6894616997693),15559
1069,2.5283983,48.6895774997693,91097,Boussy-Saint-Antoine,Intérieur,aed,POINT (2.5283983 48.6895774997693),15432
1069,2.5283983,48.6895774997693,91097,Boussy-Saint-Antoine,Intérieur,aed,POINT (2.5283983 48.6895774997693),15433
1069,2.5283983,48.6895774997693,91097,Boussy-Saint-Antoine,Intérieur,aed,POINT (2.5283983 48.6895774997693),15558
1069,2.5283983,48.6895774997693,91097,Boussy-Saint-Antoine,Intérieur,aed,POINT (2.5283983 48.6895774997693),15559
1069,2.5283983,48.6895774997693,91097,Boussy-Saint-Antoine,Intérieur,aed,POINT (2.5283983 48.6895774997693),15684
1070,2.528017,48.6897236997693,91097,Boussy-Saint-Antoine,Intérieur,aed,POINT (2.528017 48.6897236997693),15432
1070,2.528017,48.6897236997693,91097,Boussy-Saint-Antoine,Intérieur,aed,POINT (2.528017 48.6897236997693),15433
1070,2.528017,48.6897236997693,91097,Boussy-Saint-Antoine,Intérieur,aed,POINT (2.528017 48.6897236997693),15558
1070,2.528017,48.6897236997693,91097,Boussy-Saint-Antoine,Intérieur,aed,POINT (2.528017 48.6897236997693),15559
1070,2.528017,48.6897236997693,91097,Boussy-Saint-Antoine,Intérieur,aed,POINT (2.528017 48.6897236997693),15684
1071,2.5284407,48.6899698997692,91097,Boussy-Saint-Antoine,Intérieur,aed,POINT (2.5284407 48.6899698997692),15432
1071,2.5284407,48.6899698997692,91097,Boussy-Saint-Antoine,Intérieur,aed,POINT (2.5284407 48.6899698997692),15433
1071,2.5284407,48.6899698997692,91097,Boussy-Saint-Antoine,Intérieur,aed,POINT (2.5284407 48.6899698997692),15558
1071,2.5284407,48.6899698997692,91097,Boussy-Saint-Antoine,Intérieur,aed,POINT (2.5284407 48.6899698997692),15559
1071,2.5284407,48.6899698997692,91097,Boussy-Saint-Antoine,Intérieur,aed,POINT (2.5284407 48.6899698997692),15684
1072,2.5276656,48.6893890997694,91097,Boussy-Saint-Antoine,Intérieur,aed,POINT (2.5276656 48.6893890997694),15432
1072,2.5276656,48.6893890997694,91097,Boussy-Saint-Antoine,Intérieur,aed,POINT (2.5276656 48.6893890997694),15433
1072,2.5276656,48.6893890997694,91097,Boussy-Saint-Antoine,Intérieur,aed,POINT (2.5276656 48.6893890997694),15558
1072,2.5276656,48.6893890997694,91097,Boussy-Saint-Antoine,Intérieur,aed,POINT (2.5276656 48.6893890997694),15559
1073,2.5652452,48.6647813997755,77122,Combs-la-Ville,Intérieur,aed,POINT (2.5652452 48.6647813997755),15939
1073,2.5652452,48.6647813997755,77122,Combs-la-Ville,Intérieur,aed,POINT (2.5652452 48.6647813997755),15940
1073,2.5652452,48.6647813997755,77122,Combs-la-Ville,Intérieur,aed,POINT (2.5652452 48.6647813997755),16065
1073,2.5652452,48.6647813997755,77122,Combs-la-Ville,Intérieur,aed,POINT (2.5652452 48.6647813997755),16066
1073,2.5652452,48.6647813997755,77122,Combs-la-Ville,Intérieur,aed,POINT (2.5652452 48.6647813997755),16191
1074,2.5623768,48.6557409997777,77122,Combs-la-Ville,Intérieur,aed,POINT (2.5623768 48.6557409997777),15814
1074,2.5623768,48.6557409997777,77122,Combs-la-Ville,Intérieur,aed,POINT (2.5623768 48.6557409997777),15940
1074,2.5623768,48.6557409997777,77122,Combs-la-Ville,Intérieur,aed,POINT (2.5623768 48.6557409997777),15941
1074,2.5623768,48.6557409997777,77122,Combs-la-Ville,Intérieur,aed,POINT (2.5623768 48.6557409997777),16066
1074,2.5623768,48.6557409997777,77122,Combs-la-Ville,Intérieur,aed,POINT (2.5623768 48.6557409997777),16067
1075,2.5656502,48.6594752997768,77122,Combs-la-Ville,Intérieur,aed,POINT (2.5656502 48.6594752997768),15939
1075,2.5656502,48.6594752997768,77122,Combs-la-Ville,Intérieur,aed,POINT (2.5656502 48.6594752997768),15940
1075,2.5656502,48.6594752997768,77122,Combs-la-Ville,Intérieur,aed,POINT (2.5656502 48.6594752997768),16065
1075,2.5656502,48.6594752997768,77122,Combs-la-Ville,Intérieur,aed,POINT (2.5656502 48.6594752997768),16066
1075,2.5656502,48.6594752997768,77122,Combs-la-Ville,Intérieur,aed,POINT (2.5656502 48.6594752997768),16192
1076,2.5640011,48.6610092997764,77122,Combs-la-Ville,Intérieur,aed,POINT (2.5640011 48.6610092997764),15939
1076,2.5640011,48.6610092997764,77122,Combs-la-Ville,Intérieur,aed,POINT (2.5640011 48.6610092997764),15940
1076,2.5640011,48.6610092997764,77122,Combs-la-Ville,Intérieur,aed,POINT (2.5640011 48.6610092997764),16065
1076,2.5640011,48.6610092997764,77122,Combs-la-Ville,Intérieur,aed,POINT (2.5640011 48.6610092997764),16066
1076,2.5640011,48.6610092997764,77122,Combs-la-Ville,Intérieur,aed,POINT (2.5640011 48.6610092997764),16192
1077,2.5608297,48.6771084997724,91631,Varennes-Jarcy,Intérieur,aed,POINT (2.5608297 48.6771084997724),15812
1077,2.5608297,48.6771084997724,91631,Varennes-Jarcy,Intérieur,aed,POINT (2.5608297 48.6771084997724),15937
1077,2.5608297,48.6771084997724,91631,Varennes-Jarcy,Intérieur,aed,POINT (2.5608297 48.6771084997724),15938
1077,2.5608297,48.6771084997724,91631,Varennes-Jarcy,Intérieur,aed,POINT (2.5608297 48.6771084997724),16063
1077,2.5608297,48.6771084997724,91631,Varennes-Jarcy,Intérieur,aed,POINT (2.5608297 48.6771084997724),16064
1078,2.5584104,48.6768217997725,91631,Varennes-Jarcy,Intérieur,aed,POINT (2.5584104 48.6768217997725),15812
1078,2.5584104,48.6768217997725,91631,Varennes-Jarcy,Intérieur,aed,POINT (2.5584104 48.6768217997725),15937
1078,2.5584104,48.6768217997725,91631,Varennes-Jarcy,Intérieur,aed,POINT (2.5584104 48.6768217997725),15938
1078,2.5584104,48.6768217997725,91631,Varennes-Jarcy,Intérieur,aed,POINT (2.5584104 48.6768217997725),16064
1079,2.5608992,48.6794391997718,91631,Varennes-Jarcy,Intérieur,aed,POINT (2.5608992 48.6794391997718),15812
1079,2.5608992,48.6794391997718,91631,Varennes-Jarcy,Intérieur,aed,POINT (2.5608992 48.6794391997718),15937
1079,2.5608992,48.6794391997718,91631,Varennes-Jarcy,Intérieur,aed,POINT (2.5608992 48.6794391997718),15938
1079,2.5608992,48.6794391997718,91631,Varennes-Jarcy,Intérieur,aed,POINT (2.5608992 48.6794391997718),16063
1079,2.5608992,48.6794391997718,91631,Varennes-Jarcy,Intérieur,aed,POINT (2.5608992 48.6794391997718),16064
1080,2.560905,48.678953799772,91631,Varennes-Jarcy,Intérieur,aed,POINT (2.560905 48.678953799772),15812
1080,2.560905,48.678953799772,91631,Varennes-Jarcy,Intérieur,aed,POINT (2.560905 48.678953799772),15937
1080,2.560905,48.678953799772,91631,Varennes-Jarcy,Intérieur,aed,POINT (2.560905 48.678953799772),15938
1080,2.560905,48.678953799772,91631,Varennes-Jarcy,Intérieur,aed,POINT (2.560905 48.678953799772),16063
1080,2.560905,48.678953799772,91631,Varennes-Jarcy,Intérieur,aed,POINT (2.560905 48.678953799772),16064
1081,2.5571985,48.6774134997723,91631,Varennes-Jarcy,Intérieur,aed,POINT (2.5571985 48.6774134997723),15811
1081,2.5571985,48.6774134997723,91631,Varennes-Jarcy,Intérieur,aed,POINT (2.5571985 48.6774134997723),15812
1081,2.5571985,48.6774134997723,91631,Varennes-Jarcy,Intérieur,aed,POINT (2.5571985 48.6774134997723),15937
1081,2.5571985,48.6774134997723,91631,Varennes-Jarcy,Intérieur,aed,POINT (2.5571985 48.6774134997723),15938
1081,2.5571985,48.6774134997723,91631,Varennes-Jarcy,Intérieur,aed,POINT (2.5571985 48.6774134997723),16064
1082,2.2765015,48.8739632997236,75056,Paris,Extérieur,aed,POINT (2.2765015 48.8739632997236),11883
1082,2.2765015,48.8739632997236,75056,Paris,Extérieur,aed,POINT (2.2765015 48.8739632997236),11884
1082,2.2765015,48.8739632997236,75056,Paris,Extérieur,aed,POINT (2.2765015 48.8739632997236),12009
1082,2.2765015,48.8739632997236,75056,Paris,Extérieur,aed,POINT (2.2765015 48.8739632997236),12010
1082,2.2765015,48.8739632997236,75056,Paris,Extérieur,aed,POINT (2.2765015 48.8739632997236),12136
1083,2.2893855,48.8756486997232,75056,Paris,Intérieur,aed,POINT (2.2893855 48.8756486997232),12010
1083,2.2893855,48.8756486997232,75056,Paris,Intérieur,aed,POINT (2.2893855 48.8756486997232),12135
1083,2.2893855,48.8756486997232,75056,Paris,Intérieur,aed,POINT (2.2893855 48.8756486997232),12136
1083,2.2893855,48.8756486997232,75056,Paris,Intérieur,aed,POINT (2.2893855 48.8756486997232),12261
1083,2.2893855,48.8756486997232,75056,Paris,Intérieur,aed,POINT (2.2893855 48.8756486997232),12262
1084,2.5460179,48.6650256997754,77122,Combs-la-Ville,Intérieur,aed,POINT (2.5460179 48.6650256997754),15687
1084,2.5460179,48.6650256997754,77122,Combs-la-Ville,Intérieur,aed,POINT (2.5460179 48.6650256997754),15688
1084,2.5460179,48.6650256997754,77122,Combs-la-Ville,Intérieur,aed,POINT (2.5460179 48.6650256997754),15813
1084,2.5460179,48.6650256997754,77122,Combs-la-Ville,Intérieur,aed,POINT (2.5460179 48.6650256997754),15814
1084,2.5460179,48.6650256997754,77122,Combs-la-Ville,Intérieur,aed,POINT (2.5460179 48.6650256997754),15939
1085,2.5355144,48.6806323997715,91514,Quincy-sous-Sénart,Intérieur,aed,POINT (2.5355144 48.6806323997715),15559
1085,2.5355144,48.6806323997715,91514,Quincy-sous-Sénart,Intérieur,aed,POINT (2.5355144 48.6806323997715),15560
1085,2.5355144,48.6806323997715,91514,Quincy-sous-Sénart,Intérieur,aed,POINT (2.5355144 48.6806323997715),15685
1085,2.5355144,48.6806323997715,91514,Quincy-sous-Sénart,Intérieur,aed,POINT (2.5355144 48.6806323997715),15686
1086,2.53233,48.6855165997703,91097,Boussy-Saint-Antoine,Intérieur,aed,POINT (2.53233 48.6855165997703),15433
1086,2.53233,48.6855165997703,91097,Boussy-Saint-Antoine,Intérieur,aed,POINT (2.53233 48.6855165997703),15558
1086,2.53233,48.6855165997703,91097,Boussy-Saint-Antoine,Intérieur,aed,POINT (2.53233 48.6855165997703),15559
1086,2.53233,48.6855165997703,91097,Boussy-Saint-Antoine,Intérieur,aed,POINT (2.53233 48.6855165997703),15685
1087,2.5295351,48.6813408997714,91097,Boussy-Saint-Antoine,Intérieur,aed,POINT (2.5295351 48.6813408997714),15433
1087,2.5295351,48.6813408997714,91097,Boussy-Saint-Antoine,Intérieur,aed,POINT (2.5295351 48.6813408997714),15434
1087,2.5295351,48.6813408997714,91097,Boussy-Saint-Antoine,Intérieur,aed,POINT (2.5295351 48.6813408997714),15559
1087,2.5295351,48.6813408997714,91097,Boussy-Saint-Antoine,Intérieur,aed,POINT (2.5295351 48.6813408997714),15560
1087,2.5295351,48.6813408997714,91097,Boussy-Saint-Antoine,Intérieur,aed,POINT (2.5295351 48.6813408997714),15685
1088,2.5400729,48.6709820997739,91514,Quincy-sous-Sénart,Intérieur,aed,POINT (2.5400729 48.6709820997739),15560
1088,2.5400729,48.6709820997739,91514,Quincy-sous-Sénart,Intérieur,aed,POINT (2.5400729 48.6709820997739),15561
1088,2.5400729,48.6709820997739,91514,Quincy-sous-Sénart,Intérieur,aed,POINT (2.5400729 48.6709820997739),15686
1088,2.5400729,48.6709820997739,91514,Quincy-sous-Sénart,Intérieur,aed,POINT (2.5400729 48.6709820997739),15687
1088,2.5400729,48.6709820997739,91514,Quincy-sous-Sénart,Intérieur,aed,POINT (2.5400729 48.6709820997739),15812
1088,2.5400729,48.6709820997739,91514,Quincy-sous-Sénart,Intérieur,aed,POINT (2.5400729 48.6709820997739),15813
1089,2.2817096,48.8817594997216,75056,Paris,Intérieur,aed,POINT (2.2817096 48.8817594997216),11883
1089,2.2817096,48.8817594997216,75056,Paris,Intérieur,aed,POINT (2.2817096 48.8817594997216),12009
1089,2.2817096,48.8817594997216,75056,Paris,Intérieur,aed,POINT (2.2817096 48.8817594997216),12135
1090,2.5405809,48.7859298997454,94055,Ormesson-sur-Marne,Intérieur,aed,POINT (2.5405809 48.7859298997454),15547
1090,2.5405809,48.7859298997454,94055,Ormesson-sur-Marne,Intérieur,aed,POINT (2.5405809 48.7859298997454),15548
1090,2.5405809,48.7859298997454,94055,Ormesson-sur-Marne,Intérieur,aed,POINT (2.5405809 48.7859298997454),15673
1090,2.5405809,48.7859298997454,94055,Ormesson-sur-Marne,Intérieur,aed,POINT (2.5405809 48.7859298997454),15674
1090,2.5405809,48.7859298997454,94055,Ormesson-sur-Marne,Intérieur,aed,POINT (2.5405809 48.7859298997454),15799
1090,2.5405809,48.7859298997454,94055,Ormesson-sur-Marne,Intérieur,aed,POINT (2.5405809 48.7859298997454),15800
1091,2.5403047,48.7855940997455,94055,Ormesson-sur-Marne,Intérieur,aed,POINT (2.5403047 48.7855940997455),15547
1091,2.5403047,48.7855940997455,94055,Ormesson-sur-Marne,Intérieur,aed,POINT (2.5403047 48.7855940997455),15548
1091,2.5403047,48.7855940997455,94055,Ormesson-sur-Marne,Intérieur,aed,POINT (2.5403047 48.7855940997455),15673
1091,2.5403047,48.7855940997455,94055,Ormesson-sur-Marne,Intérieur,aed,POINT (2.5403047 48.7855940997455),15674
1091,2.5403047,48.7855940997455,94055,Ormesson-sur-Marne,Intérieur,aed,POINT (2.5403047 48.7855940997455),15799
1091,2.5403047,48.7855940997455,94055,Ormesson-sur-Marne,Intérieur,aed,POINT (2.5403047 48.7855940997455),15800
1092,2.5404468,48.7856506997455,94055,Ormesson-sur-Marne,Intérieur,aed,POINT (2.5404468 48.7856506997455),15547
1092,2.5404468,48.7856506997455,94055,Ormesson-sur-Marne,Intérieur,aed,POINT (2.5404468 48.7856506997455),15548
1092,2.5404468,48.7856506997455,94055,Ormesson-sur-Marne,Intérieur,aed,POINT (2.5404468 48.7856506997455),15673
1092,2.5404468,48.7856506997455,94055,Ormesson-sur-Marne,Intérieur,aed,POINT (2.5404468 48.7856506997455),15674
1092,2.5404468,48.7856506997455,94055,Ormesson-sur-Marne,Intérieur,aed,POINT (2.5404468 48.7856506997455),15799
1092,2.5404468,48.7856506997455,94055,Ormesson-sur-Marne,Intérieur,aed,POINT (2.5404468 48.7856506997455),15800
1093,2.2653414,48.8787251997224,75056,Paris,Extérieur,aed,POINT (2.2653414 48.8787251997224),11757
1093,2.2653414,48.8787251997224,75056,Paris,Extérieur,aed,POINT (2.2653414 48.8787251997224),11758
1093,2.2653414,48.8787251997224,75056,Paris,Extérieur,aed,POINT (2.2653414 48.8787251997224),11883
1093,2.2653414,48.8787251997224,75056,Paris,Extérieur,aed,POINT (2.2653414 48.8787251997224),11884
1094,2.2650503,48.8767700997229,75056,Paris,Extérieur,aed,POINT (2.2650503 48.8767700997229),11757
1094,2.2650503,48.8767700997229,75056,Paris,Extérieur,aed,POINT (2.2650503 48.8767700997229),11758
1094,2.2650503,48.8767700997229,75056,Paris,Extérieur,aed,POINT (2.2650503 48.8767700997229),11883
1094,2.2650503,48.8767700997229,75056,Paris,Extérieur,aed,POINT (2.2650503 48.8767700997229),11884
1095,2.26138,48.8784136997225,75056,Paris,Extérieur,aed,POINT (2.26138 48.8784136997225),11631
1095,2.26138,48.8784136997225,75056,Paris,Extérieur,aed,POINT (2.26138 48.8784136997225),11632
1095,2.26138,48.8784136997225,75056,Paris,Extérieur,aed,POINT (2.26138 48.8784136997225),11757
1095,2.26138,48.8784136997225,75056,Paris,Extérieur,aed,POINT (2.26138 48.8784136997225),11758
1095,2.26138,48.8784136997225,75056,Paris,Extérieur,aed,POINT (2.26138 48.8784136997225),11883
1095,2.26138,48.8784136997225,75056,Paris,Extérieur,aed,POINT (2.26138 48.8784136997225),11884
1096,2.2799809,48.8783953997225,75056,Paris,Intérieur,aed,POINT (2.2799809 48.8783953997225),11883
1096,2.2799809,48.8783953997225,75056,Paris,Intérieur,aed,POINT (2.2799809 48.8783953997225),11884
1096,2.2799809,48.8783953997225,75056,Paris,Intérieur,aed,POINT (2.2799809 48.8783953997225),12009
1096,2.2799809,48.8783953997225,75056,Paris,Intérieur,aed,POINT (2.2799809 48.8783953997225),12010
1096,2.2799809,48.8783953997225,75056,Paris,Intérieur,aed,POINT (2.2799809 48.8783953997225),12135
1096,2.2799809,48.8783953997225,75056,Paris,Intérieur,aed,POINT (2.2799809 48.8783953997225),12136
1097,2.2842456,48.8773881997227,75056,Paris,Intérieur,aed,POINT (2.2842456 48.8773881997227),12009
1097,2.2842456,48.8773881997227,75056,Paris,Intérieur,aed,POINT (2.2842456 48.8773881997227),12010
1097,2.2842456,48.8773881997227,75056,Paris,Intérieur,aed,POINT (2.2842456 48.8773881997227),12135
1097,2.2842456,48.8773881997227,75056,Paris,Intérieur,aed,POINT (2.2842456 48.8773881997227),12136
1098,2.5605574,48.6523061997785,77122,Combs-la-Ville,Intérieur,aed,POINT (2.5605574 48.6523061997785),15815
1098,2.5605574,48.6523061997785,77122,Combs-la-Ville,Intérieur,aed,POINT (2.5605574 48.6523061997785),15940
1098,2.5605574,48.6523061997785,77122,Combs-la-Ville,Intérieur,aed,POINT (2.5605574 48.6523061997785),15941
1098,2.5605574,48.6523061997785,77122,Combs-la-Ville,Intérieur,aed,POINT (2.5605574 48.6523061997785),16066
1098,2.5605574,48.6523061997785,77122,Combs-la-Ville,Intérieur,aed,POINT (2.5605574 48.6523061997785),16067
1099,2.4867411,48.6032186997907,91174,Corbeil-Essonnes,Extérieur,aed,POINT (2.4867411 48.6032186997907),14812
1099,2.4867411,48.6032186997907,91174,Corbeil-Essonnes,Extérieur,aed,POINT (2.4867411 48.6032186997907),14938
1099,2.4867411,48.6032186997907,91174,Corbeil-Essonnes,Extérieur,aed,POINT (2.4867411 48.6032186997907),14939
1099,2.4867411,48.6032186997907,91174,Corbeil-Essonnes,Extérieur,aed,POINT (2.4867411 48.6032186997907),15064
1100,2.4770016,48.6115837997886,91174,Corbeil-Essonnes,Intérieur,aed,POINT (2.4770016 48.6115837997886),14685
1100,2.4770016,48.6115837997886,91174,Corbeil-Essonnes,Intérieur,aed,POINT (2.4770016 48.6115837997886),14811
1100,2.4770016,48.6115837997886,91174,Corbeil-Essonnes,Intérieur,aed,POINT (2.4770016 48.6115837997886),14812
1100,2.4770016,48.6115837997886,91174,Corbeil-Essonnes,Intérieur,aed,POINT (2.4770016 48.6115837997886),14937
1101,2.4738394,48.614088399788,91174,Corbeil-Essonnes,Extérieur,aed,POINT (2.4738394 48.614088399788),14684
1101,2.4738394,48.614088399788,91174,Corbeil-Essonnes,Extérieur,aed,POINT (2.4738394 48.614088399788),14685
1101,2.4738394,48.614088399788,91174,Corbeil-Essonnes,Extérieur,aed,POINT (2.4738394 48.614088399788),14810
1101,2.4738394,48.614088399788,91174,Corbeil-Essonnes,Extérieur,aed,POINT (2.4738394 48.614088399788),14811
1101,2.4738394,48.614088399788,91174,Corbeil-Essonnes,Extérieur,aed,POINT (2.4738394 48.614088399788),14937
1102,2.48212,48.6124191997884,91174,Corbeil-Essonnes,Extérieur,aed,POINT (2.48212 48.6124191997884),14811
1102,2.48212,48.6124191997884,91174,Corbeil-Essonnes,Extérieur,aed,POINT (2.48212 48.6124191997884),14937
1102,2.48212,48.6124191997884,91174,Corbeil-Essonnes,Extérieur,aed,POINT (2.48212 48.6124191997884),15063
1103,2.4747455,48.6123293997884,91174,Corbeil-Essonnes,Intérieur,aed,POINT (2.4747455 48.6123293997884),14685
1103,2.4747455,48.6123293997884,91174,Corbeil-Essonnes,Intérieur,aed,POINT (2.4747455 48.6123293997884),14811
1103,2.4747455,48.6123293997884,91174,Corbeil-Essonnes,Intérieur,aed,POINT (2.4747455 48.6123293997884),14937
1104,2.4816794,48.6160610997875,91174,Corbeil-Essonnes,Intérieur,aed,POINT (2.4816794 48.6160610997875),14810
1104,2.4816794,48.6160610997875,91174,Corbeil-Essonnes,Intérieur,aed,POINT (2.4816794 48.6160610997875),14811
1104,2.4816794,48.6160610997875,91174,Corbeil-Essonnes,Intérieur,aed,POINT (2.4816794 48.6160610997875),14936
1104,2.4816794,48.6160610997875,91174,Corbeil-Essonnes,Intérieur,aed,POINT (2.4816794 48.6160610997875),14937
1105,2.4891071,48.6194040997867,91553,Saint-Germain-lès-Corbeil,Intérieur,aed,POINT (2.4891071 48.6194040997867),14810
1105,2.4891071,48.6194040997867,91553,Saint-Germain-lès-Corbeil,Intérieur,aed,POINT (2.4891071 48.6194040997867),14936
1105,2.4891071,48.6194040997867,91553,Saint-Germain-lès-Corbeil,Intérieur,aed,POINT (2.4891071 48.6194040997867),14937
1105,2.4891071,48.6194040997867,91553,Saint-Germain-lès-Corbeil,Intérieur,aed,POINT (2.4891071 48.6194040997867),15062
1105,2.4891071,48.6194040997867,91553,Saint-Germain-lès-Corbeil,Intérieur,aed,POINT (2.4891071 48.6194040997867),15063
1106,2.4915262,48.6217930997861,91553,Saint-Germain-lès-Corbeil,Intérieur,aed,POINT (2.4915262 48.6217930997861),14936
1106,2.4915262,48.6217930997861,91553,Saint-Germain-lès-Corbeil,Intérieur,aed,POINT (2.4915262 48.6217930997861),15061
1106,2.4915262,48.6217930997861,91553,Saint-Germain-lès-Corbeil,Intérieur,aed,POINT (2.4915262 48.6217930997861),15062
1106,2.4915262,48.6217930997861,91553,Saint-Germain-lès-Corbeil,Intérieur,aed,POINT (2.4915262 48.6217930997861),15188
1107,2.5050237,48.6387830997819,91617,Tigery,Intérieur,aed,POINT (2.5050237 48.6387830997819),15060
1107,2.5050237,48.6387830997819,91617,Tigery,Intérieur,aed,POINT (2.5050237 48.6387830997819),15186
1107,2.5050237,48.6387830997819,91617,Tigery,Intérieur,aed,POINT (2.5050237 48.6387830997819),15187
1107,2.5050237,48.6387830997819,91617,Tigery,Intérieur,aed,POINT (2.5050237 48.6387830997819),15312
1108,2.5065039,48.6202621997865,91553,Saint-Germain-lès-Corbeil,Intérieur,aed,POINT (2.5065039 48.6202621997865),15062
1108,2.5065039,48.6202621997865,91553,Saint-Germain-lès-Corbeil,Intérieur,aed,POINT (2.5065039 48.6202621997865),15188
1108,2.5065039,48.6202621997865,91553,Saint-Germain-lès-Corbeil,Intérieur,aed,POINT (2.5065039 48.6202621997865),15189
1108,2.5065039,48.6202621997865,91553,Saint-Germain-lès-Corbeil,Intérieur,aed,POINT (2.5065039 48.6202621997865),15314
1109,2.5051561,48.6979383997672,91114,Brunoy,Intérieur,aed,POINT (2.5051561 48.6979383997672),15053
1109,2.5051561,48.6979383997672,91114,Brunoy,Intérieur,aed,POINT (2.5051561 48.6979383997672),15054
1109,2.5051561,48.6979383997672,91114,Brunoy,Intérieur,aed,POINT (2.5051561 48.6979383997672),15179
1109,2.5051561,48.6979383997672,91114,Brunoy,Intérieur,aed,POINT (2.5051561 48.6979383997672),15180
1109,2.5051561,48.6979383997672,91114,Brunoy,Intérieur,aed,POINT (2.5051561 48.6979383997672),15305
1109,2.5051561,48.6979383997672,91114,Brunoy,Intérieur,aed,POINT (2.5051561 48.6979383997672),15306
1110,2.5054732,48.6975570997673,91114,Brunoy,Intérieur,aed,POINT (2.5054732 48.6975570997673),15053
1110,2.5054732,48.6975570997673,91114,Brunoy,Intérieur,aed,POINT (2.5054732 48.6975570997673),15054
1110,2.5054732,48.6975570997673,91114,Brunoy,Intérieur,aed,POINT (2.5054732 48.6975570997673),15179
1110,2.5054732,48.6975570997673,91114,Brunoy,Intérieur,aed,POINT (2.5054732 48.6975570997673),15180
1110,2.5054732,48.6975570997673,91114,Brunoy,Intérieur,aed,POINT (2.5054732 48.6975570997673),15305
1110,2.5054732,48.6975570997673,91114,Brunoy,Intérieur,aed,POINT (2.5054732 48.6975570997673),15306
1111,2.5057666,48.699067999767,91114,Brunoy,Intérieur,aed,POINT (2.5057666 48.699067999767),15053
1111,2.5057666,48.699067999767,91114,Brunoy,Intérieur,aed,POINT (2.5057666 48.699067999767),15179
1111,2.5057666,48.699067999767,91114,Brunoy,Intérieur,aed,POINT (2.5057666 48.699067999767),15180
1111,2.5057666,48.699067999767,91114,Brunoy,Intérieur,aed,POINT (2.5057666 48.699067999767),15305
1111,2.5057666,48.699067999767,91114,Brunoy,Intérieur,aed,POINT (2.5057666 48.699067999767),15306
1112,2.500646,48.622257799786,91553,Saint-Germain-lès-Corbeil,Intérieur,aed,POINT (2.500646 48.622257799786),15061
1112,2.500646,48.622257799786,91553,Saint-Germain-lès-Corbeil,Intérieur,aed,POINT (2.500646 48.622257799786),15062
1112,2.500646,48.622257799786,91553,Saint-Germain-lès-Corbeil,Intérieur,aed,POINT (2.500646 48.622257799786),15187
1112,2.500646,48.622257799786,91553,Saint-Germain-lès-Corbeil,Intérieur,aed,POINT (2.500646 48.622257799786),15188
1112,2.500646,48.622257799786,91553,Saint-Germain-lès-Corbeil,Intérieur,aed,POINT (2.500646 48.622257799786),15314
1113,2.4996882,48.6225916997859,91553,Saint-Germain-lès-Corbeil,Intérieur,aed,POINT (2.4996882 48.6225916997859),14936
1113,2.4996882,48.6225916997859,91553,Saint-Germain-lès-Corbeil,Intérieur,aed,POINT (2.4996882 48.6225916997859),15061
1113,2.4996882,48.6225916997859,91553,Saint-Germain-lès-Corbeil,Intérieur,aed,POINT (2.4996882 48.6225916997859),15062
1113,2.4996882,48.6225916997859,91553,Saint-Germain-lès-Corbeil,Intérieur,aed,POINT (2.4996882 48.6225916997859),15187
1113,2.4996882,48.6225916997859,91553,Saint-Germain-lès-Corbeil,Intérieur,aed,POINT (2.4996882 48.6225916997859),15188
1114,2.5334172,48.7788801997472,94055,Ormesson-sur-Marne,Intérieur,aed,POINT (2.5334172 48.7788801997472),15422
1114,2.5334172,48.7788801997472,94055,Ormesson-sur-Marne,Intérieur,aed,POINT (2.5334172 48.7788801997472),15423
1114,2.5334172,48.7788801997472,94055,Ormesson-sur-Marne,Intérieur,aed,POINT (2.5334172 48.7788801997472),15548
1114,2.5334172,48.7788801997472,94055,Ormesson-sur-Marne,Intérieur,aed,POINT (2.5334172 48.7788801997472),15549
1114,2.5334172,48.7788801997472,94055,Ormesson-sur-Marne,Intérieur,aed,POINT (2.5334172 48.7788801997472),15674
1114,2.5334172,48.7788801997472,94055,Ormesson-sur-Marne,Intérieur,aed,POINT (2.5334172 48.7788801997472),15675
1115,2.5052959,48.7532391997535,94004,Boissy-Saint-Léger,Intérieur,aed,POINT (2.5052959 48.7532391997535),15047
1115,2.5052959,48.7532391997535,94004,Boissy-Saint-Léger,Intérieur,aed,POINT (2.5052959 48.7532391997535),15173
1115,2.5052959,48.7532391997535,94004,Boissy-Saint-Léger,Intérieur,aed,POINT (2.5052959 48.7532391997535),15174
1115,2.5052959,48.7532391997535,94004,Boissy-Saint-Léger,Intérieur,aed,POINT (2.5052959 48.7532391997535),15299
1115,2.5052959,48.7532391997535,94004,Boissy-Saint-Léger,Intérieur,aed,POINT (2.5052959 48.7532391997535),15300
1116,2.5130072,48.7942746997433,94068,Saint-Maur-des-Fossés,Intérieur,aed,POINT (2.5130072 48.7942746997433),15168
1116,2.5130072,48.7942746997433,94068,Saint-Maur-des-Fossés,Intérieur,aed,POINT (2.5130072 48.7942746997433),15169
1116,2.5130072,48.7942746997433,94068,Saint-Maur-des-Fossés,Intérieur,aed,POINT (2.5130072 48.7942746997433),15294
1116,2.5130072,48.7942746997433,94068,Saint-Maur-des-Fossés,Intérieur,aed,POINT (2.5130072 48.7942746997433),15295
1116,2.5130072,48.7942746997433,94068,Saint-Maur-des-Fossés,Intérieur,aed,POINT (2.5130072 48.7942746997433),15421
