,X,Y,ATM/Agence,com_insee,com_nom,Type,Type_détaillé,geometry,0
192,2.3867728,48.8471365997302,bank,75056,Paris,banque,BRED/Banque populaire,POINT (2.3867728 48.8471365997302),[13399 13524 13525 13651]
193,2.3985623,48.8382468997324,bank,75056,Paris,banque,CIC,POINT (2.3985623 48.8382468997324),[13526 13651 13652 13777 13778]
194,2.3864187,48.8417548997316,bank,75056,Paris,banque,Crédit Agricole,POINT (2.3864187 48.8417548997316),[13399 13400 13525 13526 13651 13652]
195,2.3108109,48.8455536997306,bank,75056,Paris,banque,CIC,POINT (2.3108109 48.8455536997306),[12265 12391 12517]
196,2.3104507,48.8450431997308,bank,75056,Paris,banque,LCL,POINT (2.3104507 48.8450431997308),[12265 12391 12392 12517 12518]
197,2.3107756,48.8474884997301,bank,75056,Paris,banque,HSBC,POINT (2.3107756 48.8474884997301),[12265 12390 12391 12516 12517]
198,2.3107795,48.8474397997302,atm,75056,Paris,banque,HSBC,POINT (2.3107795 48.8474397997302),[12265 12390 12391 12516 12517]
199,2.2918836,48.8394374997321,bank,75056,Paris,banque,,POINT (2.2918836 48.8394374997321),[12014 12139 12140 12265 12266]
200,2.2450129,48.8449131997308,atm,92012,Boulogne-Billancourt,banque,Société Générale,POINT (2.2450129 48.8449131997308),[11383 11509 11510 11635]
201,2.2449202,48.8449218997308,bank,92012,Boulogne-Billancourt,banque,Société Générale,POINT (2.2449202 48.8449218997308),[11383 11509 11510 11635]
202,2.3381079,48.7786938997472,bank,94038,L'Haÿ-les-Roses,banque,Crédit Mutuel,POINT (2.3381079 48.7786938997472),[12776 12777 12902 12903]
203,2.3390018,48.7792514997471,bank,94038,L'Haÿ-les-Roses,banque,BRED/Banque populaire,POINT (2.3390018 48.7792514997471),[12776 12777 12902 12903]
204,2.3135568,48.8514162997292,bank,75056,Paris,banque,HSBC,POINT (2.3135568 48.8514162997292),[12390 12391 12516 12517 12642]
205,2.598892,48.876135999723,atm,77108,Chelles,banque,Crédit Mutuel,POINT (2.598892 48.876135999723),[16419 16420 16545 16546]
206,2.4149646,48.8792762997223,bank,93045,Les Lilas,banque,Crédit Agricole,POINT (2.4149646 48.8792762997223),[13773 13899 13900 14025 14026]
207,2.4161872,48.8795542997222,bank,93045,Les Lilas,banque,BRED/Banque populaire,POINT (2.4161872 48.8795542997222),[13773 13899 13900 14025 14026]
208,2.5334793,48.674626899773,bank,91514,Quincy-sous-Sénart,banque,LCL,POINT (2.5334793 48.674626899773),[15434 15560 15561 15686]
209,2.5353438,48.6740961997731,atm,91514,Quincy-sous-Sénart,banque,Banque Postale,POINT (2.5353438 48.6740961997731),[15434 15560 15561 15686 15687]
210,2.5043508,48.6982396997672,bank,91114,Brunoy,banque,Caisse d'Epargne,POINT (2.5043508 48.6982396997672),[15053 15054 15179 15180 15305 15306]
211,2.4165267,48.8799988997221,bank,93045,Les Lilas,banque,Caisse d'Epargne,POINT (2.4165267 48.8799988997221),[13773 13899 13900 14025 14026]
212,2.4131901,48.8789193997223,bank,93045,Les Lilas,banque,CIC,POINT (2.4131901 48.8789193997223),[13773 13774 13899 13900 14025]
213,2.25432,48.8814208997217,atm,92051,Neuilly-sur-Seine,banque,BNP Paribas,POINT (2.25432 48.8814208997217),[11505 11631 11632 11757]
214,2.5327398,48.6750669997729,bank,91514,Quincy-sous-Sénart,banque,,POINT (2.5327398 48.6750669997729),[15434 15560 15561 15686]
215,2.4070404,48.6480256997796,atm,91521,Ris-Orangis,banque,Banque Postale,POINT (2.4070404 48.6480256997796),[13673 13799 13800 13925]
216,2.4092103,48.6500511997791,bank,91521,Ris-Orangis,banque,Société Générale,POINT (2.4092103 48.6500511997791),[13673 13798 13799 13924 13925]
217,2.2570843,48.8837881997211,atm,92051,Neuilly-sur-Seine,banque,Banque Postale,POINT (2.2570843 48.8837881997211),[11630 11631 11756 11757]
218,2.4591567,48.7050946997655,bank,91421,Montgeron,banque,Crédit Mutuel,POINT (2.4591567 48.7050946997655),[14422 14423 14548 14549 14674 14675]
219,2.4602976,48.7046179997656,bank,91421,Montgeron,banque,Société Générale,POINT (2.4602976 48.7046179997656),[14423 14548 14549 14674 14675]
220,2.3742687,48.8460659997305,atm,75056,Paris,banque,,POINT (2.3742687 48.8460659997305),[13273 13399 13525]
221,2.3023971,48.8426728997313,bank,75056,Paris,banque,LCL,POINT (2.3023971 48.8426728997313),[12265 12266 12391 12392]
222,2.3039153,48.8431323997312,bank,75056,Paris,banque,Société Générale,POINT (2.3039153 48.8431323997312),[12265 12266 12391 12392 12517]
223,2.2507575,48.944968799706,bank,95018,Argenteuil,banque,BRED/Banque populaire,POINT (2.2507575 48.944968799706),[11498 11623 11624 11750]
224,2.799623,48.6354209997827,bank,77222,Guignes,banque,Crédit Agricole,POINT (2.799623 48.6354209997827),[19218 19219 19344 19345 19470 19471]
225,2.5520197,48.6333584997832,atm,77251,Lieusaint,banque,,POINT (2.5520197 48.6333584997832),[15691 15816 15817 15942 15943]
226,2.5513993,48.6331263997833,atm,77251,Lieusaint,banque,,POINT (2.5513993 48.6331263997833),[15691 15816 15817 15942 15943]
227,2.5523258,48.6336574997832,bank,77251,Lieusaint,banque,BRED/Banque populaire,POINT (2.5523258 48.6336574997832),[15691 15816 15817 15942 15943]
228,2.4908188,48.7163617997627,bank,91691,Yerres,banque,Crédit Agricole,POINT (2.4908188 48.7163617997627),[14925 14926 15051 15052]
229,2.4904621,48.7163042997627,atm,91691,Yerres,banque,,POINT (2.4904621 48.7163042997627),[14925 14926 15051 15052]
230,2.4900866,48.7155494997628,bank,91691,Yerres,banque,Crédit Mutuel,POINT (2.4900866 48.7155494997628),[14925 14926 15051 15052]
231,2.4916852,48.7156503997629,bank,91691,Yerres,banque,LCL,POINT (2.4916852 48.7156503997629),[14925 14926 15051 15052]
232,2.2580267,48.8851902997208,atm,92051,Neuilly-sur-Seine,banque,Société Générale,POINT (2.2580267 48.8851902997208),[11630 11631 11756 11757 11883]
233,2.2616677,48.8865628997204,atm,92051,Neuilly-sur-Seine,banque,HSBC,POINT (2.2616677 48.8865628997204),[11630 11631 11756 11757 11882 11883]
234,2.2497454,48.8768964997229,atm,92051,Neuilly-sur-Seine,banque,Société Générale,POINT (2.2497454 48.8768964997229),[11505 11506 11631 11632 11758]
235,2.2497069,48.9458097997058,bank,95018,Argenteuil,banque,,POINT (2.2497069 48.9458097997058),[11497 11498 11623 11624 11750]
236,2.025332,48.7703519997493,bank,78423,Montigny-le-Bretonneux,banque,BNP Paribas,POINT (2.025332 48.7703519997493),[8367 8368 8493 8494 8619]
237,2.3129003,48.8431354997312,bank,75056,Paris,banque,BRED/Banque populaire,POINT (2.3129003 48.8431354997312),[12391 12392 12517 12518 12643]
238,2.2517646,48.876382199723,atm,92051,Neuilly-sur-Seine,banque,LCL,POINT (2.2517646 48.876382199723),[11505 11506 11631 11632 11757 11758]
239,2.2517138,48.876389199723,bank,92051,Neuilly-sur-Seine,banque,LCL,POINT (2.2517138 48.876389199723),[11505 11506 11631 11632 11757 11758]
240,2.5364603,48.8125265997388,atm,94017,Champigny-sur-Marne,banque,,POINT (2.5364603 48.8125265997388),[15544 15545 15670 15671 15797]
241,2.313838,48.779663299747,bank,92014,Bourg-la-Reine,banque,Société Générale,POINT (2.313838 48.779663299747),[12398 12399 12524 12525 12650]
242,2.3140409,48.779611299747,bank,92014,Bourg-la-Reine,banque,LCL,POINT (2.3140409 48.779611299747),[12398 12399 12524 12525 12650 12651]
243,2.1140269,48.8612780997267,bank,78350,Louveciennes,banque,Société Générale,POINT (2.1140269 48.8612780997267),[9617 9618 9743 9744 9869]
244,2.2382289,48.8269846997352,bank,92012,Boulogne-Billancourt,banque,BNP Paribas,POINT (2.2382289 48.8269846997352),[11259 11385 11386 11511 11512]
245,2.2405668,48.9993984996925,bank,95491,Le Plessis-Bouchard,banque,Caisse d'Epargne,POINT (2.2405668 48.9993984996925),[11366 11491 11492 11618]
246,2.340965,48.7782233997473,bank,94038,L'Haÿ-les-Roses,banque,Société Générale,POINT (2.340965 48.7782233997473),[12776 12777 12902 12903 13028 13029]
247,3.12942,48.9497469997048,bank,77183,La Ferté-sous-Jouarre,banque,LCL,POINT (3.12942 48.9497469997048),[23845 23846 23971 23972]
248,3.129471,48.9259739997107,atm,77238,Jouarre,banque,Crédit Agricole,POINT (3.129471 48.9259739997107),[23848 23849 23974 23975 24100]
249,2.6155957,48.8432430997312,bank,77337,Noisiel,banque,Crédit Agricole,POINT (2.6155957 48.8432430997312),[16549 16675 16676 16801 16802]
250,2.614811,48.8456760997306,bank,77337,Noisiel,banque,Caisse d'Epargne,POINT (2.614811 48.8456760997306),[16549 16675 16676 16801]
251,3.2880358,48.5628416998007,atm,77379,Provins,banque,Crédit Agricole,POINT (3.2880358 48.5628416998007),[26030 26031 26156 26157 26282 26283]
252,2.299943,48.8105775997393,atm,92020,Châtillon,banque,Crédit Mutuel,POINT (2.299943 48.8105775997393),[12143 12268 12269 12395]
253,2.3004385,48.8104437997393,atm,92020,Châtillon,banque,Banque Postale,POINT (2.3004385 48.8104437997393),[12143 12268 12269 12395]
254,2.3780642,48.8509124997293,atm,75056,Paris,banque,BRED/Banque populaire,POINT (2.3780642 48.8509124997293),[13272 13273 13398 13399 13524 13525]
255,2.3414372,48.8263786997354,bank,75056,Paris,banque,LCL,POINT (2.3414372 48.8263786997354),[12771 12897 12898 13023]
256,2.3415721,48.8260609997355,atm,75056,Paris,banque,BNP Paribas,POINT (2.3415721 48.8260609997355),[12771 12772 12897 12898 13023]
257,2.3415076,48.8260314997355,bank,75056,Paris,banque,BNP Paribas,POINT (2.3415076 48.8260314997355),[12771 12772 12897 12898 13023]
258,2.341874,48.8261837997354,bank,75056,Paris,banque,BRED/Banque populaire,POINT (2.341874 48.8261837997354),[12771 12897 12898 13023]
259,2.3415206,48.8260539997355,atm,75056,Paris,banque,BNP Paribas,POINT (2.3415206 48.8260539997355),[12771 12772 12897 12898 13023]
260,2.3414409,48.8263360997354,atm,75056,Paris,banque,LCL,POINT (2.3414409 48.8263360997354),[12771 12897 12898 13023]
261,2.3418257,48.8261926997354,atm,75056,Paris,banque,BRED/Banque populaire,POINT (2.3418257 48.8261926997354),[12771 12897 12898 13023]
262,2.3415482,48.8260654997355,atm,75056,Paris,banque,BNP Paribas,POINT (2.3415482 48.8260654997355),[12771 12772 12897 12898 13023]
263,2.2804487,48.7695684997495,bank,92019,Châtenay-Malabry,banque,BNP Paribas,POINT (2.2804487 48.7695684997495),[11895 11896 12021 12022 12147 12148]
264,2.3208185,48.8250884997357,atm,75056,Paris,banque,Société Générale,POINT (2.3208185 48.8250884997357),[12519 12520 12645 12646 12771]
265,2.324577,48.8327133997338,bank,75056,Paris,banque,BRED/Banque populaire,POINT (2.324577 48.8327133997338),[12518 12519 12644 12645 12770 12771]
266,2.3244829,48.8329572997337,bank,75056,Paris,banque,Société Générale,POINT (2.3244829 48.8329572997337),[12518 12519 12644 12645 12770 12771]
267,2.2310302,48.8429110997313,bank,92012,Boulogne-Billancourt,banque,,POINT (2.2310302 48.8429110997313),[11257 11258 11383 11384 11509]
268,2.2311181,48.8429507997313,atm,92012,Boulogne-Billancourt,banque,,POINT (2.2311181 48.8429507997313),[11257 11258 11383 11384 11509]
269,2.5764876,48.8633145997262,bank,93033,Gournay-sur-Marne,banque,Crédit Mutuel,POINT (2.5764876 48.8633145997262),[16043 16169 16170 16295]
270,2.5773003,48.8627234997264,bank,93033,Gournay-sur-Marne,banque,BNP Paribas,POINT (2.5773003 48.8627234997264),[16043 16169 16170 16295]
271,2.5778904,48.8622523997265,atm,93033,Gournay-sur-Marne,banque,,POINT (2.5778904 48.8622523997265),[16043 16169 16170 16295 16296]
272,2.5766137,48.8632386997262,atm,93033,Gournay-sur-Marne,banque,,POINT (2.5766137 48.8632386997262),[16043 16169 16170 16295]
273,2.5765761,48.8630004997263,bank,93033,Gournay-sur-Marne,banque,Société Générale,POINT (2.5765761 48.8630004997263),[16043 16169 16170 16295]
274,2.5764474,48.8632792997262,atm,93033,Gournay-sur-Marne,banque,,POINT (2.5764474 48.8632792997262),[16043 16169 16170 16295]
275,2.5766217,48.8632757997262,bank,93033,Gournay-sur-Marne,banque,Caisse d'Epargne,POINT (2.5766217 48.8632757997262),[16043 16169 16170 16295]
276,2.5766003,48.8630410997263,atm,93033,Gournay-sur-Marne,banque,,POINT (2.5766003 48.8630410997263),[16043 16169 16170 16295]
277,2.2653262,48.8835862997212,bank,92051,Neuilly-sur-Seine,banque,,POINT (2.2653262 48.8835862997212),[11631 11756 11757 11882 11883]
278,2.3825826,48.8953562997183,bank,75056,Paris,banque,CIC,POINT (2.3825826 48.8953562997183),[13393 13394 13519 13520]
279,2.3948665,48.8506576997294,atm,75056,Paris,banque,,POINT (2.3948665 48.8506576997294),[13524 13525 13650 13651 13776 13777]
280,2.3975553,48.8491745997297,bank,75056,Paris,banque,BNP Paribas,POINT (2.3975553 48.8491745997297),[13524 13525 13650 13651 13776 13777]
281,2.2593186,48.9712450996995,atm,95582,Sannois,banque,,POINT (2.2593186 48.9712450996995),[11621 11747 11748 11873]
282,2.2592737,48.9712607996995,bank,95582,Sannois,banque,Crédit Mutuel,POINT (2.2592737 48.9712607996995),[11621 11747 11748 11873]
283,2.2596662,48.9711620996995,bank,95582,Sannois,banque,Société Générale,POINT (2.2596662 48.9711620996995),[11621 11747 11748 11873]
284,2.259615,48.9711798996995,atm,95582,Sannois,banque,,POINT (2.259615 48.9711798996995),[11621 11747 11748 11873]
285,2.1883067,48.7005686997666,bank,91471,Orsay,banque,LCL,POINT (2.1883067 48.7005686997666),[10643 10644 10769 10770 10895]
286,2.189066,48.6978137997673,bank,91471,Orsay,banque,HSBC,POINT (2.189066 48.6978137997673),[10643 10644 10769 10770 10895 10896]
287,2.1847067,48.6964084997676,bank,91471,Orsay,banque,BNP Paribas,POINT (2.1847067 48.6964084997676),[10643 10644 10769 10770]
288,2.4289446,48.8453214997307,bank,94080,Vincennes,banque,BRED/Banque populaire,POINT (2.4289446 48.8453214997307),[14029 14155 14156 14281]
289,2.4368801,48.8461576997305,bank,94080,Vincennes,banque,BRED/Banque populaire,POINT (2.4368801 48.8461576997305),[14029 14155 14281 14407]
290,2.3025357,48.8397111997321,bank,75056,Paris,banque,HSBC,POINT (2.3025357 48.8397111997321),[12265 12266 12391 12392 12518]
291,2.3018329,48.8396384997321,bank,75056,Paris,banque,BRED/Banque populaire,POINT (2.3018329 48.8396384997321),[12265 12266 12391 12392]
292,2.240009,48.892554199719,atm,92062,Puteaux,banque,Banque Postale,POINT (2.240009 48.892554199719),[11377 11378 11503 11504 11630]
293,2.1746537,49.0706334996749,bank,95039,Auvers-sur-Oise,banque,BNP Paribas,POINT (2.1746537 49.0706334996749),[10350 10476 10602]
294,2.1718108,49.0706697996749,bank,95039,Auvers-sur-Oise,banque,LCL,POINT (2.1718108 49.0706697996749),[10350 10475 10476 10602]
295,2.1711681,49.0705156996749,bank,95039,Auvers-sur-Oise,banque,Société Générale,POINT (2.1711681 49.0705156996749),[10350 10475 10476 10602]
296,2.2548888,48.9466553997055,bank,95018,Argenteuil,banque,Caisse d'Epargne,POINT (2.2548888 48.9466553997055),[11498 11623 11624 11749 11750]
297,2.5827193,48.581869899796,bank,77445,Savigny-le-Temple,banque,Crédit Agricole,POINT (2.5827193 48.581869899796),[16200 16201 16326 16327 16452]
298,2.5835188,48.5810973997962,bank,77445,Savigny-le-Temple,banque,BNP Paribas,POINT (2.5835188 48.5810973997962),[16200 16201 16326 16327 16452 16453]
299,2.3578095,48.8234161997361,bank,75056,Paris,banque,Société Générale,POINT (2.3578095 48.8234161997361),[13023 13024 13149 13150 13275 13276]
300,2.3587958,48.8223316997364,bank,75056,Paris,banque,CIC,POINT (2.3587958 48.8223316997364),[13023 13024 13149 13150 13275 13276]
301,2.3585643,48.8230554997362,bank,75056,Paris,banque,LCL,POINT (2.3585643 48.8230554997362),[13023 13024 13149 13150 13275 13276]
302,2.3585712,48.8230324997362,atm,75056,Paris,banque,LCL,POINT (2.3585712 48.8230324997362),[13023 13024 13149 13150 13275 13276]
303,2.2682869,48.9034914997162,bank,92026,Courbevoie,banque,BNP Paribas,POINT (2.2682869 48.9034914997162),[11754 11755 11880 11881 12007]
304,2.2676061,48.9035763997162,atm,92026,Courbevoie,banque,Banque Postale,POINT (2.2676061 48.9035763997162),[11754 11755 11880 11881 12007]
305,2.268197,48.9036528997162,bank,92026,Courbevoie,banque,LCL,POINT (2.268197 48.9036528997162),[11754 11755 11880 11881 12007]
306,2.4747081,48.836114099733,bank,94052,Nogent-sur-Marne,banque,Société Générale,POINT (2.4747081 48.836114099733),[14660 14786 14787 14912]
307,2.2687841,48.9048134997159,atm,92026,Courbevoie,banque,Société Générale,POINT (2.2687841 48.9048134997159),[11754 11755 11880 11881 12006 12007]
308,2.2935784,48.8253093997356,bank,92075,Vanves,banque,Crédit Mutuel,POINT (2.2935784 48.8253093997356),[12141 12142 12267 12268 12393]
309,2.2682855,48.904326199716,bank,92026,Courbevoie,banque,Caisse d'Epargne,POINT (2.2682855 48.904326199716),[11754 11755 11880 11881 12006 12007]
310,2.2683733,48.904474099716,bank,92026,Courbevoie,banque,Crédit Agricole,POINT (2.2683733 48.904474099716),[11754 11755 11880 11881 12006 12007]
311,2.1787936,48.9094818997148,bank,78124,Carrières-sur-Seine,banque,Société Générale,POINT (2.1787936 48.9094818997148),[10494 10619 10620 10746]
312,2.1783141,48.9103519997146,bank,78124,Carrières-sur-Seine,banque,Caisse d'Epargne,POINT (2.1783141 48.9103519997146),[10493 10494 10619 10620 10746]
313,2.3559068,48.9301321997096,bank,93066,Saint-Denis,banque,BNP Paribas,POINT (2.3559068 48.9301321997096),[13011 13012 13137 13138]
314,2.3558897,48.9301086997097,atm,93066,Saint-Denis,banque,BNP Paribas,POINT (2.3558897 48.9301086997097),[13011 13012 13137 13138]
315,2.3559433,48.9301129997096,atm,93066,Saint-Denis,banque,BNP Paribas,POINT (2.3559433 48.9301129997096),[13011 13012 13137 13138]
316,2.3060537,48.6076936997896,bank,91103,Brétigny-sur-Orge,banque,Société Générale,POINT (2.3060537 48.6076936997896),[12291 12292 12417 12418 12543 12544]
317,2.3886185,48.8454337997307,bank,75056,Paris,banque,Caisse d'Epargne,POINT (2.3886185 48.8454337997307),[13399 13525 13526 13651]
318,2.3425743,48.856001499728,bank,75056,Paris,banque,BNP Paribas,POINT (2.3425743 48.856001499728),[12768 12893 12894 13020]
319,2.2060498,48.8644466997259,bank,92073,Suresnes,banque,Banque Postale,POINT (2.2060498 48.8644466997259),[10877 11002 11003 11129]
320,2.2061732,48.8646954997259,atm,92073,Suresnes,banque,LCL,POINT (2.2061732 48.8646954997259),[10877 11002 11003 11129]
321,2.2062402,48.8647130997259,bank,92073,Suresnes,banque,LCL,POINT (2.2062402 48.8647130997259),[10877 11002 11003 11129]
322,2.1808121,48.8765161997229,bank,92063,Rueil-Malmaison,banque,Crédit Agricole,POINT (2.1808121 48.8765161997229),[10497 10498 10623 10624 10749 10750]
323,2.1808314,48.8760278997231,bank,92063,Rueil-Malmaison,banque,CIC,POINT (2.1808314 48.8760278997231),[10497 10498 10623 10624 10749 10750]
324,2.180003,48.8781210997225,bank,92063,Rueil-Malmaison,banque,BNP Paribas,POINT (2.180003 48.8781210997225),[10497 10498 10623 10624 10749 10750]
325,2.1798255,48.8767511997229,bank,92063,Rueil-Malmaison,banque,Crédit Mutuel,POINT (2.1798255 48.8767511997229),[10497 10498 10623 10624 10749 10750]
326,2.1817352,48.8766638997229,bank,92063,Rueil-Malmaison,banque,Société Générale,POINT (2.1817352 48.8766638997229),[10497 10498 10623 10624 10749 10750]
327,2.1815985,48.8784877997225,bank,92063,Rueil-Malmaison,banque,BRED/Banque populaire,POINT (2.1815985 48.8784877997225),[10497 10498 10623 10624 10749 10750]
328,2.1811478,48.8789940997223,bank,92063,Rueil-Malmaison,banque,,POINT (2.1811478 48.8789940997223),[10497 10498 10623 10624 10749 10750]
